fam,ticker,dt,entry,market,amt20,r5,r10,r20,r40
자사주신탁,059210,20250408,20250409,KOSDAQ,20.1,9.1,6.49,18.85,27.01
자사주신탁,215200,20250408,20250409,KOSDAQ,13.1,8.04,7.45,25.31,19.24
자사주신탁,368970,20250408,20250409,KOSDAQ,0.6,2.19,6.07,4.63,18.51
공급계약,092870,20250408,20250409,KOSDAQ,15.1,-2.73,-0.11,3.47,12.19
공급계약,340360,20250409,20250410,KOSDAQ,18.0,7.6,19.72,23.33,-2.88
자사주신탁,007370,20250409,20250410,KOSDAQ,6.5,-4.6,-0.49,0.33,6.24
공급계약,056080,20250409,20250410,KOSDAQ,43.3,3.25,1.87,71.2,45.61
자사주신탁,003010,20250409,20250410,KOSPI,2.6,4.04,4.04,4.04,9.47
자사주직접,002840,20250409,20250410,KOSPI,3.5,9.83,9.77,8.54,7.08
자사주신탁,419080,20250410,20250411,KOSDAQ,2.0,-0.75,-2.33,-5.88,-12.22
공급계약,437730,20250410,20250411,KOSDAQ,51.5,34.68,41.89,57.06,44.51
공급계약,367000,20250410,20250411,KOSDAQ,0.8,-2.11,-0.12,-9.43,-11.0
자사주신탁,141000,20250411,20250414,KOSDAQ,0.9,11.04,8.71,16.42,23.12
자사주신탁,264450,20250411,20250414,KOSDAQ,2.0,-2.17,2.77,2.36,7.44
자사주직접,115310,20250411,20250414,KOSDAQ,3.3,-1.01,1.2,3.09,30.02
자사주직접,000220,20250411,20250414,KOSPI,2.7,1.46,0.69,0.36,-0.85
공급계약,317400,20250411,20250414,KOSPI,0.7,3.51,4.92,11.18,15.88
공급계약,347700,20250411,20250414,KOSDAQ,17.7,3.76,20.42,27.09,21.54
자사주직접,044990,20250411,20250414,KOSDAQ,0.8,8.11,10.05,5.66,-5.43
공급계약,017860,20250414,20250415,KOSPI,107.5,8.62,7.78,5.27,6.94
공급계약,137080,20250414,20250415,KOSDAQ,0.3,-2.07,1.9,-9.13,-9.72
자사주신탁,360350,20250414,20250415,KOSDAQ,1.6,7.73,13.78,15.63,4.05
무상증자,262840,20250414,20250415,KOSDAQ,2.0,0.86,3.39,8.3,12.75
자사주신탁,028100,20250414,20250415,KOSPI,2.7,1.44,3.63,3.84,17.43
자사주신탁,064290,20250414,20250415,KOSDAQ,6.8,-0.96,2.8,-0.64,-10.87
자사주신탁,255440,20250414,20250415,KOSDAQ,1.3,-2.19,-1.2,-5.01,-2.89
공급계약,206650,20250415,20250416,KOSDAQ,15.6,-0.82,16.11,13.07,15.49
무상증자,439580,20250415,20250416,KOSDAQ,14.2,-8.41,20.78,42.11,9.93
자사주신탁,357780,20250415,20250416,KOSDAQ,35.7,0.14,-2.57,-5.0,-4.38
자사주신탁,318020,20250415,20250416,KOSDAQ,0.6,3.68,14.65,19.81,38.68
자사주신탁,036830,20250415,20250416,KOSDAQ,14.9,5.15,2.99,0.65,35.99
공급계약,052690,20250415,20250416,KOSPI,50.7,10.03,18.61,9.33,83.41
공급계약,099750,20250415,20250416,KOSDAQ,1.4,-0.42,-1.37,-1.54,2.65
배당결정,030200,20250415,20250416,KOSPI,183.9,3.16,7.54,7.95,8.79
공급계약,039570,20250415,20250416,KOSPI,1.1,4.85,6.78,4.49,13.42
자사주신탁,095570,20250415,20250416,KOSPI,2.9,-2.63,-3.43,-5.54,2.39
공급계약,026150,20250416,20250417,KOSDAQ,17.3,7.55,5.83,5.96,1.86
공급계약,321820,20250416,20250417,KOSDAQ,21.2,1.1,-0.62,14.74,5.42
자사주신탁,122990,20250416,20250417,KOSDAQ,7.4,4.49,6.68,-1.17,1.19
자사주신탁,038110,20250417,20250418,KOSDAQ,12.7,31.35,16.4,14.38,27.51
자사주직접,039490,20250418,20250421,KOSPI,109.9,7.48,19.52,22.78,83.57
자사주직접,033310,20250418,20250421,KOSDAQ,0.5,19.28,16.36,11.5,19.57
공급계약,010960,20250418,20250421,KOSPI,0.8,13.95,11.81,7.54,11.48
공급계약,047040,20250418,20250421,KOSPI,19.4,3.34,4.7,11.64,24.76
공급계약,365340,20250418,20250421,KOSDAQ,8.3,9.0,5.35,-3.7,2.96
자사주신탁,256630,20250421,20250422,KOSDAQ,0.2,-1.06,-0.64,-2.15,-2.4
공급계약,028100,20250421,20250422,KOSPI,3.6,0.96,-0.08,4.96,16.75
공급계약,004800,20250421,20250422,KOSPI,4.8,6.06,5.46,10.09,43.49
공급계약,291810,20250421,20250422,KOSDAQ,0.5,-3.07,-6.47,-1.03,20.52
공급계약,060980,20250422,20250423,KOSPI,5.3,-0.08,2.96,4.21,13.18
공급계약,014790,20250422,20250423,KOSPI,1.4,-2.18,-1.38,-2.57,9.18
공급계약,054930,20250422,20250423,KOSDAQ,2.7,3.85,5.41,5.85,9.63
자사주신탁,079000,20250422,20250423,KOSDAQ,2.9,-1.85,-2.6,-3.72,-5.4
자사주신탁,029480,20250422,20250423,KOSDAQ,7.8,7.34,-14.11,-12.9,-21.72
자사주직접,122450,20250422,20250423,KOSDAQ,5.6,1.88,-2.51,-8.72,8.99
공급계약,005690,20250422,20250423,KOSPI,79.3,1.35,5.41,17.47,23.55
자사주신탁,118990,20250423,20250424,KOSDAQ,5.8,-6.21,-1.82,0.77,0.32
무상증자,448280,20250423,20250424,KOSDAQ,113.9,4.93,29.36,-7.23,50.24
배당결정,000660,20250423,20250424,KOSPI,7230.8,1.37,8.21,10.4,59.9
공급계약,083650,20250423,20250424,KOSDAQ,127.1,31.16,39.94,72.96,92.82
공급계약,420770,20250423,20250424,KOSDAQ,4.7,2.2,2.4,-0.32,3.75
공급계약,460470,20250423,20250424,KOSDAQ,13.5,-9.02,-9.68,-9.68,-11.9
배당결정,402340,20250423,20250424,KOSPI,276.5,5.66,15.65,16.34,117.27
자사주신탁,078520,20250424,20250425,KOSPI,5.6,-3.57,-0.62,-1.46,4.3
배당결정,005380,20250424,20250425,KOSPI,1536.8,-2.16,2.81,-3.05,6.95
배당결정,105560,20250424,20250425,KOSPI,909.2,8.08,7.85,16.65,27.78
배당결정,175330,20250424,20250425,KOSPI,57.3,-3.34,-0.54,2.27,15.06
배당결정,241560,20250424,20250425,KOSPI,99.3,2.86,2.86,-0.7,26.24
배당결정,443060,20250424,20250425,KOSPI,161.5,-0.0,4.97,7.61,26.98
자사주직접,105560,20250424,20250425,KOSPI,909.2,8.08,7.85,16.65,27.78
공급계약,064480,20250424,20250425,KOSDAQ,3.0,-5.2,-2.41,-5.2,2.61
자사주직접,005810,20250424,20250425,KOSPI,7.6,3.35,3.89,13.68,63.86
배당결정,034730,20250425,20250428,KOSPI,164.0,1.15,4.89,29.01,55.73
배당결정,055550,20250425,20250428,KOSPI,579.8,1.83,3.44,15.08,22.91
배당결정,086790,20250425,20250428,KOSPI,512.0,4.65,6.28,16.83,39.72
배당결정,316140,20250425,20250428,KOSPI,265.2,3.08,5.67,12.66,31.45
배당결정,017670,20250425,20250428,KOSPI,286.6,-4.7,-8.31,-7.95,1.78
배당결정,138930,20250425,20250428,KOSPI,104.0,0.11,1.37,7.58,20.49
공급계약,214430,20250425,20250428,KOSDAQ,19.1,16.32,22.21,36.57,79.48
공급계약,066980,20250425,20250428,KOSDAQ,9.1,22.09,21.84,34.85,18.99
공급계약,011420,20250425,20250428,KOSPI,170.6,-3.45,-3.86,-5.5,2.08
자사주신탁,037460,20250425,20250428,KOSDAQ,4.6,3.32,0.48,0.58,7.92
배당결정,094280,20250425,20250428,KOSPI,0.8,0.57,0.24,-0.43,11.9
자사주신탁,002360,20250428,20250429,KOSPI,1.1,-4.22,-5.31,-4.66,-0.31
공급계약,207940,20250428,20250429,KOSPI,883.7,-0.48,-4.13,-1.24,-4.03
공급계약,079550,20250428,20250429,KOSPI,500.1,26.43,27.38,34.95,69.34
공급계약,042660,20250428,20250429,KOSPI,2256.3,-3.54,-1.84,-5.72,-4.75
공급계약,010780,20250428,20250429,KOSPI,5.0,1.72,0.33,11.99,15.22
공급계약,060370,20250428,20250429,KOSDAQ,29.9,0.48,19.36,-0.59,104.61
공급계약,289930,20250428,20250429,KOSDAQ,12.7,12.69,-1.61,-2.05,3.15
자사주신탁,383220,20250429,20250430,KOSPI,35.8,0.19,-1.26,7.42,18.28
공급계약,445090,20250429,20250430,KOSDAQ,78.9,0.59,-6.39,-10.19,0.43
공급계약,348210,20250429,20250430,KOSDAQ,31.6,3.56,-0.88,-2.73,-10.31
배당결정,267250,20250429,20250430,KOSPI,94.5,3.24,5.94,44.45,60.5
공급계약,020180,20250429,20250430,KOSDAQ,145.9,-2.25,-3.52,-7.56,-6.04
공급계약,010950,20250429,20250430,KOSPI,95.4,1.27,-1.06,6.32,20.3
공급계약,069540,20250429,20250430,KOSDAQ,4.1,-5.25,-10.09,26.83,48.68
무상증자,464580,20250430,20250502,KOSDAQ,4.4,6.2,2.68,4.92,-10.28
공급계약,295310,20250430,20250502,KOSDAQ,26.0,12.51,14.36,15.75,27.53
공급계약,086980,20250430,20250502,KOSDAQ,7.1,-0.25,-3.48,-2.71,-12.25
공급계약,002290,20250430,20250502,KOSDAQ,26.5,-6.85,-8.07,-4.14,-3.32
자사주신탁,017040,20250430,20250502,KOSPI,2.8,7.87,10.79,44.26,43.22
공급계약,003570,20250430,20250502,KOSPI,29.2,-1.72,16.46,40.3,47.76
공급계약,003070,20250430,20250502,KOSPI,1.1,-0.14,-0.26,4.95,20.79
공급계약,002020,20250430,20250502,KOSPI,20.2,-4.33,1.68,54.26,112.2
배당결정,005930,20250430,20250502,KOSPI,8084.8,3.07,1.26,4.71,15.62
공급계약,200350,20250507,20250508,KOSDAQ,24.2,9.18,10.98,4.27,-40.32
공급계약,424960,20250507,20250508,KOSDAQ,9.0,5.63,-4.42,-4.53,-17.62
공급계약,064350,20250507,20250508,KOSPI,1296.4,-5.41,2.69,30.51,57.04
공급계약,009540,20250507,20250508,KOSPI,660.1,3.39,3.03,15.06,12.73
자사주신탁,200670,20250507,20250508,KOSDAQ,23.4,-0.27,25.49,21.11,29.38
자사주직접,126560,20250507,20250508,KOSPI,3.3,4.92,5.41,7.22,10.35
자사주직접,090850,20250508,20250509,KOSDAQ,8.8,6.15,3.99,10.79,14.61
자사주직접,107590,20250508,20250509,KOSPI,0.3,-2.52,0.02,4.03,2.16
공급계약,448710,20250508,20250509,KOSDAQ,11.4,-11.11,-9.74,-8.97,5.63
자사주신탁,065440,20250508,20250509,KOSDAQ,35.0,-5.72,-5.66,-2.06,5.7
자사주신탁,021240,20250508,20250509,KOSPI,129.1,14.97,11.9,10.95,18.75
자사주직접,023450,20250508,20250509,KOSPI,0.5,-3.62,-3.19,-3.05,-1.04
공급계약,002460,20250508,20250509,KOSPI,2.1,-2.85,-3.25,6.21,11.53
공급계약,033790,20250508,20250509,KOSDAQ,9.9,-1.67,-13.2,-8.29,-26.15
공급계약,263050,20250508,20250509,KOSDAQ,0.9,-17.02,-14.55,-6.0,75.45
자사주직접,453340,20250508,20250509,KOSPI,4.9,4.68,9.85,12.84,11.5
자사주직접,005440,20250508,20250509,KOSPI,4.1,14.95,25.95,37.3,58.39
자사주직접,069960,20250509,20250512,KOSPI,29.9,2.3,9.19,12.8,22.05
배당결정,472850,20250509,20250512,KOSDAQ,7.4,5.28,15.65,44.98,81.84
자사주신탁,006060,20250509,20250512,KOSPI,5.3,-6.74,-7.57,3.04,4.07
자사주신탁,122310,20250509,20250512,KOSDAQ,0.7,-0.96,-0.45,-0.11,-2.85
공급계약,012170,20250509,20250512,KOSPI,4.2,-13.85,-4.48,-12.74,-34.11
공급계약,014280,20250512,20250513,KOSPI,29.3,-6.17,-7.82,-3.99,-0.27
배당결정,381970,20250512,20250513,KOSPI,7.1,-0.06,5.13,11.86,9.41
공급계약,017550,20250512,20250513,KOSPI,1.3,-2.36,-5.32,-0.91,-3.44
배당결정,100840,20250512,20250513,KOSPI,67.3,3.93,15.83,14.09,-4.09
자사주신탁,462870,20250512,20250513,KOSPI,64.0,0.23,-15.04,-6.87,-20.11
자사주신탁,006880,20250512,20250513,KOSPI,20.2,-2.18,2.73,8.19,13.1
배당결정,097950,20250512,20250513,KOSPI,118.5,-7.95,-8.36,0.23,5.14
배당결정,064960,20250512,20250513,KOSPI,14.5,2.31,3.55,6.92,21.11
배당결정,036530,20250512,20250513,KOSPI,5.5,10.83,27.87,54.13,67.81
배당결정,003570,20250512,20250513,KOSPI,36.0,18.77,22.57,53.42,68.01
배당결정,001040,20250512,20250513,KOSPI,179.2,-6.75,3.66,16.7,26.87
배당결정,337930,20250512,20250513,KOSDAQ,10.0,-26.64,-25.06,-19.29,-24.01
공급계약,000210,20250512,20250513,KOSPI,14.8,6.33,12.05,23.75,41.16
공급계약,056730,20250512,20250513,KOSDAQ,3.7,4.92,15.19,10.39,7.05
공급계약,186230,20250512,20250513,KOSDAQ,17.8,0.76,-7.52,2.83,-11.79
공급계약,408900,20250512,20250513,KOSDAQ,174.3,-9.26,-16.39,-9.12,14.2
공급계약,455900,20250512,20250513,KOSDAQ,14.7,-3.43,-6.3,-1.79,-6.51
공급계약,375500,20250512,20250513,KOSPI,51.2,0.41,8.34,11.57,9.45
배당결정,005490,20250513,20250514,KOSPI,540.8,-4.94,-1.37,4.38,27.0
배당결정,008870,20250513,20250514,KOSPI,0.9,5.29,4.73,8.06,10.1
배당결정,122900,20250513,20250514,KOSPI,2.1,-2.91,-1.55,0.8,4.52
자사주직접,119610,20250513,20250514,KOSDAQ,12.0,5.34,-3.04,-4.23,9.11
자사주신탁,095660,20250513,20250514,KOSDAQ,16.6,0.85,1.46,-4.83,-2.19
자사주직접,002900,20250513,20250514,KOSPI,10.1,8.71,-0.49,-2.25,2.84
무상증자,086820,20250513,20250514,KOSDAQ,19.1,18.11,13.88,5.88,-13.99
자사주신탁,042420,20250513,20250514,KOSDAQ,2.0,-3.55,-1.48,29.09,39.44
공급계약,006360,20250513,20250514,KOSPI,57.8,1.41,18.47,20.57,9.52
공급계약,127120,20250513,20250514,KOSDAQ,19.7,-4.27,-5.75,-0.22,46.05
자사주신탁,001460,20250514,20250515,KOSPI,0.9,-1.03,2.59,17.8,25.48
자사주신탁,039840,20250514,20250515,KOSDAQ,14.5,-5.95,-14.83,-13.64,-10.92
자사주신탁,115440,20250514,20250515,KOSDAQ,5.7,-8.91,-8.21,-10.46,-11.16
자사주신탁,360070,20250514,20250515,KOSDAQ,6.5,-11.05,-1.1,-13.3,-8.23
자사주신탁,381620,20250514,20250515,KOSDAQ,10.8,-17.5,-14.51,-20.26,-15.89
자사주직접,069410,20250514,20250515,KOSDAQ,1.1,-4.4,-0.72,6.73,25.73
공급계약,089150,20250515,20250516,KOSDAQ,16.9,32.74,29.02,61.17,50.98
공급계약,017000,20250515,20250516,KOSDAQ,13.9,-6.13,-0.47,3.77,-2.24
자사주직접,186230,20250515,20250516,KOSDAQ,18.8,-4.12,-7.7,-2.08,-12.69
공급계약,090350,20250515,20250516,KOSPI,8.8,-0.33,7.76,8.24,12.71
공급계약,199480,20250515,20250516,KOSDAQ,12.5,-7.16,-1.74,45.55,110.11
자사주직접,051360,20250515,20250516,KOSDAQ,12.2,-6.97,-8.49,-11.6,0.35
공급계약,323350,20250515,20250516,KOSDAQ,2.9,8.14,0.44,3.55,9.32
무상증자,336680,20250515,20250516,KOSDAQ,10.7,-11.12,-14.64,-21.67,-27.39
공급계약,389260,20250515,20250516,KOSDAQ,37.8,23.9,30.26,58.28,51.63
자사주직접,091700,20250515,20250516,KOSDAQ,6.6,-5.91,-4.43,-6.06,-5.03
공급계약,174900,20250515,20250516,KOSDAQ,24.7,7.51,18.03,0.37,-1.86
자사주직접,009160,20250515,20250516,KOSPI,3.5,1.77,10.18,12.12,16.32
공급계약,000320,20250515,20250516,KOSPI,2.3,0.17,15.16,34.31,58.97
자사주신탁,272550,20250516,20250519,KOSPI,2.2,-3.63,-3.48,-1.85,6.32
자사주직접,035150,20250516,20250519,KOSPI,6.8,0.58,0.72,0.09,7.47
자사주직접,014680,20250516,20250519,KOSPI,59.0,-3.81,4.19,20.19,36.89
공급계약,035890,20250516,20250519,KOSDAQ,7.0,5.2,5.44,2.09,18.06
공급계약,286750,20250516,20250519,KOSDAQ,9.7,-6.8,-3.0,-9.85,-25.43
공급계약,424760,20250516,20250519,KOSDAQ,11.9,-5.83,-4.42,-3.02,-0.75
무상증자,070300,20250516,20250519,KOSDAQ,38.4,-13.2,-12.05,-20.68,-13.15
공급계약,042700,20250516,20250519,KOSPI,1338.1,-5.9,-10.19,-1.73,2.33
공급계약,489790,20250516,20250519,KOSPI,741.1,-9.07,-16.12,-11.53,-9.07
배당결정,064820,20250516,20250519,KOSDAQ,12.8,8.9,-1.18,12.87,10.22
자사주신탁,056190,20250516,20250519,KOSDAQ,13.6,-4.6,-5.28,-4.14,11.12
공급계약,089790,20250519,20250520,KOSDAQ,23.3,0.17,0.86,-1.11,-1.93
자사주신탁,192650,20250519,20250520,KOSPI,7.0,-5.0,-0.52,1.15,3.14
자사주신탁,092070,20250520,20250521,KOSDAQ,2.9,5.81,7.4,16.84,30.95
공급계약,058730,20250520,20250521,KOSPI,7.1,-2.49,1.27,0.61,-1.34
공급계약,484870,20250520,20250521,KOSPI,56.9,24.45,23.19,50.73,80.32
공급계약,011560,20250520,20250521,KOSDAQ,2.5,2.71,7.8,23.27,26.66
공급계약,053080,20250520,20250521,KOSDAQ,7.2,-4.24,-1.56,-0.45,-3.22
공급계약,211270,20250520,20250521,KOSDAQ,5.6,-13.25,-10.08,-7.4,-12.4
공급계약,126880,20250521,20250522,KOSDAQ,4.2,-2.24,-1.35,-0.72,0.8
공급계약,112610,20250521,20250522,KOSPI,287.3,-2.01,0.94,-4.34,4.5
자사주직접,060570,20250521,20250522,KOSDAQ,2.5,-23.6,-22.91,-31.03,-22.3
배당결정,067010,20250522,20250523,KOSDAQ,1.1,0.28,2.22,-0.07,-3.42
배당결정,092440,20250522,20250523,KOSPI,0.8,1.67,2.89,2.89,9.19
공급계약,000100,20250522,20250523,KOSPI,342.7,-0.86,2.01,-2.38,18.89
공급계약,270520,20250522,20250523,KOSDAQ,9.4,-0.28,5.3,-5.43,18.76
공급계약,460940,20250522,20250523,KOSDAQ,25.5,-8.19,-2.69,20.25,-4.06
공급계약,368770,20250522,20250523,KOSDAQ,22.8,-10.88,-8.85,-10.88,-17.37
자사주신탁,137400,20250523,20250526,KOSDAQ,57.1,2.75,4.55,5.04,9.12
자사주직접,000890,20250523,20250526,KOSPI,6.0,2.73,0.97,-5.09,-9.2
자사주신탁,480370,20250523,20250526,KOSPI,51.7,-0.76,3.37,23.92,6.92
공급계약,071970,20250523,20250526,KOSPI,197.3,2.43,5.61,27.74,38.01
공급계약,035510,20250523,20250526,KOSPI,113.4,11.0,21.95,81.28,37.91
공급계약,010400,20250523,20250526,KOSPI,0.2,6.76,9.78,4.3,-3.64
무상증자,200230,20250523,20250526,KOSDAQ,3.6,-10.8,2.89,102.52,82.93
공급계약,315640,20250526,20250527,KOSDAQ,13.6,-0.56,0.37,-0.88,-14.8
무상증자,068270,20250526,20250527,KOSPI,785.9,2.5,8.7,6.23,19.68
공급계약,171090,20250526,20250527,KOSDAQ,16.7,-10.56,-12.0,-20.05,-8.99
자사주신탁,262260,20250526,20250527,KOSDAQ,59.5,2.93,6.55,6.2,14.64
공급계약,452430,20250527,20250528,KOSDAQ,31.8,-5.01,-5.23,18.69,28.03
공급계약,012030,20250527,20250528,KOSPI,3.1,13.15,8.99,8.84,4.37
공급계약,011200,20250527,20250528,KOSPI,471.0,-2.2,9.62,1.44,11.44
공급계약,121890,20250527,20250528,KOSDAQ,1.2,-7.61,-14.22,-17.99,-28.68
배당결정,001720,20250528,20250529,KOSPI,27.8,21.09,8.34,11.88,18.67
공급계약,456070,20250528,20250529,KOSDAQ,17.2,-5.47,-6.07,-12.21,-15.24
공급계약,019660,20250529,20250530,KOSDAQ,1.2,-0.07,7.32,-17.68,-13.45
공급계약,301300,20250529,20250530,KOSDAQ,5.3,11.2,21.46,12.4,0.13
공급계약,348350,20250529,20250530,KOSDAQ,8.8,0.74,-1.87,67.84,31.55
공급계약,384470,20250529,20250530,KOSDAQ,134.6,-8.11,-18.93,-22.81,-28.5
공급계약,007460,20250529,20250530,KOSPI,9.7,6.77,-2.36,-3.98,-7.95
공급계약,452200,20250529,20250530,KOSDAQ,3.3,-4.91,-6.14,-2.34,-11.28
공급계약,294870,20250529,20250530,KOSPI,64.5,10.4,4.04,-6.02,-1.92
공급계약,012630,20250529,20250530,KOSPI,34.5,7.45,14.22,22.25,13.47
공급계약,424980,20250529,20250530,KOSDAQ,32.4,-8.97,-12.75,-12.14,-14.19
공급계약,363280,20250530,20250602,KOSPI,7.4,9.38,9.03,35.44,15.37
공급계약,009410,20250530,20250602,KOSPI,37.6,15.21,7.89,0.93,-19.25
자사주직접,067990,20250530,20250602,KOSDAQ,2.1,-2.22,-4.11,-4.74,1.25
공급계약,143540,20250602,20250604,KOSDAQ,0.2,2.6,0.05,5.49,3.62
공급계약,036460,20250602,20250604,KOSPI,167.5,-5.11,-6.35,8.58,6.46
공급계약,013360,20250602,20250604,KOSPI,36.2,-12.56,-21.97,-24.64,-33.39
공급계약,007570,20250602,20250604,KOSPI,9.1,1.52,3.44,4.99,1.21
공급계약,002780,20250602,20250604,KOSPI,3.6,1.71,0.13,2.11,-2.23
자사주직접,093050,20250602,20250604,KOSPI,5.0,2.88,4.18,7.35,15.83
공급계약,274400,20250602,20250604,KOSDAQ,2.5,8.72,8.5,16.66,9.18
공급계약,284620,20250602,20250604,KOSDAQ,0.5,-0.65,-2.56,-13.06,-18.15
공급계약,476080,20250602,20250604,KOSDAQ,6.4,3.38,7.66,-0.83,-8.74
공급계약,032850,20250602,20250604,KOSDAQ,7.0,2.8,2.8,0.66,2.02
공급계약,047810,20250604,20250605,KOSPI,796.4,10.52,7.34,-4.24,2.8
공급계약,143210,20250604,20250605,KOSPI,0.2,-8.43,-5.9,-2.58,-8.31
공급계약,302440,20250604,20250605,KOSPI,68.2,-4.24,9.61,4.13,-7.45
공급계약,019990,20250604,20250605,KOSDAQ,109.5,-6.54,-0.12,-15.51,-13.57
공급계약,000720,20250605,20250609,KOSPI,1026.1,16.63,11.31,5.69,-2.75
공급계약,004440,20250605,20250609,KOSPI,2.1,4.87,-1.68,-0.88,-2.29
공급계약,011370,20250605,20250609,KOSDAQ,1.3,-2.46,-4.85,-3.11,-5.83
배당결정,001940,20250605,20250609,KOSPI,4.6,0.93,-1.95,3.61,-6.54
배당결정,004990,20250605,20250609,KOSPI,107.2,-5.48,-12.48,-11.21,-14.55
배당결정,023530,20250605,20250609,KOSPI,71.2,-6.5,-5.73,-2.78,-9.06
배당결정,104700,20250605,20250609,KOSPI,3.5,0.89,-5.73,-3.66,-9.13
자사주직접,344860,20250609,20250610,KOSDAQ,17.6,-13.36,-13.57,-9.3,-21.31
공급계약,141000,20250609,20250610,KOSDAQ,2.4,-3.18,-4.55,-4.21,-4.43
자사주신탁,177830,20250609,20250610,KOSDAQ,0.6,-3.59,-4.4,-3.92,-4.89
자사주신탁,214150,20250609,20250610,KOSDAQ,313.7,3.64,9.81,3.81,-5.28
공급계약,068790,20250609,20250610,KOSDAQ,0.0,-1.48,-1.48,-1.48,-1.48
공급계약,034020,20250609,20250610,KOSPI,5184.5,24.54,44.52,39.68,35.9
공급계약,900250,20250609,20250610,KOSDAQ,4.3,-2.44,-5.23,-6.08,-10.65
공급계약,000150,20250609,20250610,KOSPI,899.8,3.7,13.57,1.83,4.55
공급계약,077970,20250610,20250611,KOSPI,74.2,2.92,-5.36,-11.73,9.29
공급계약,329180,20250610,20250611,KOSPI,901.9,-0.26,1.72,-8.09,8.62
공급계약,040350,20250610,20250611,KOSDAQ,8.0,-2.56,-7.45,-5.44,-21.19
공급계약,091590,20250610,20250611,KOSDAQ,0.8,-4.12,-2.4,-2.28,-4.24
공급계약,265520,20250610,20250611,KOSDAQ,9.9,-2.06,1.47,-2.75,-0.26
공급계약,004960,20250610,20250611,KOSPI,6.2,-3.1,-2.87,-4.46,-5.25
자사주신탁,451760,20250610,20250611,KOSDAQ,3.4,-4.09,-2.94,-4.61,-4.4
자사주신탁,033240,20250610,20250611,KOSPI,9.5,12.0,14.48,22.39,43.32
자사주직접,191410,20250610,20250611,KOSDAQ,2.1,-8.43,-12.48,-8.13,-16.73
무상증자,300080,20250610,20250611,KOSDAQ,34.0,12.8,17.77,28.74,16.07
자사주직접,050860,20250611,20250612,KOSDAQ,1.2,-6.03,-3.96,-11.42,-12.45
공급계약,412350,20250611,20250612,KOSDAQ,2.9,-5.77,-7.74,-15.84,-8.31
공급계약,247660,20250611,20250612,KOSDAQ,1.3,-6.41,-9.47,-11.34,-14.24
공급계약,092870,20250611,20250612,KOSDAQ,17.1,-9.79,-5.31,-13.66,-12.63
배당결정,018500,20250611,20250612,KOSPI,4.5,-4.14,-0.96,9.85,4.0
자사주신탁,096530,20250611,20250612,KOSDAQ,231.3,-1.65,-0.92,-7.5,-12.76
공급계약,070590,20250611,20250612,KOSDAQ,10.9,-19.99,-12.49,-5.13,-8.08
배당결정,105840,20250611,20250612,KOSPI,56.3,30.46,14.99,2.8,14.99
자사주신탁,100700,20250612,20250613,KOSDAQ,2.3,-4.3,-3.36,0.21,2.66
공급계약,089970,20250612,20250613,KOSDAQ,14.1,-8.51,-4.54,-19.9,-15.92
공급계약,440110,20250612,20250613,KOSDAQ,15.8,0.59,10.48,10.13,2.44
공급계약,000640,20250613,20250616,KOSPI,17.2,-4.24,-6.84,2.39,-8.02
공급계약,001260,20250613,20250616,KOSPI,12.3,-12.68,-17.55,-19.08,-12.59
배당결정,190650,20250613,20250616,KOSDAQ,2.2,3.24,8.36,6.07,-5.66
배당결정,189980,20250613,20250616,KOSDAQ,2.2,0.28,-1.27,4.07,-10.61
무상증자,246960,20250616,20250617,KOSDAQ,17.3,11.49,36.32,19.26,-1.53
공급계약,373220,20250616,20250617,KOSPI,795.2,0.46,-0.55,5.83,29.99
공급계약,480370,20250616,20250617,KOSPI,11.6,20.8,10.5,9.23,-2.34
공급계약,126340,20250616,20250617,KOSDAQ,15.2,2.59,-4.8,-6.37,-10.14
공급계약,175140,20250616,20250617,KOSDAQ,8.0,-16.0,-19.68,-14.67,-12.5
공급계약,255440,20250616,20250617,KOSDAQ,1.6,-0.74,-1.78,18.96,20.0
공급계약,218410,20250617,20250618,KOSDAQ,69.6,-1.09,9.01,16.02,8.19
공급계약,005960,20250618,20250619,KOSPI,2.9,-2.82,-2.46,-0.27,0.64
자사주신탁,148150,20250618,20250619,KOSDAQ,15.1,0.09,-3.4,0.25,0.09
자사주직접,036620,20250618,20250619,KOSDAQ,100.9,3.19,3.52,-1.98,1.02
배당결정,002230,20250618,20250619,KOSDAQ,0.5,-2.64,-4.72,-1.71,2.8
공급계약,232140,20250618,20250619,KOSDAQ,46.7,-5.2,-1.16,8.89,7.66
공급계약,002990,20250619,20250620,KOSPI,4.1,-2.06,-1.03,3.22,11.72
공급계약,013580,20250619,20250620,KOSPI,150.3,-4.85,-1.09,-4.62,-5.09
공급계약,336260,20250619,20250620,KOSPI,94.9,3.67,-0.48,2.75,20.95
공급계약,100590,20250619,20250620,KOSDAQ,2.8,-0.15,-0.3,-0.45,-7.67
배당결정,020180,20250619,20250620,KOSDAQ,22.2,-12.17,-13.58,-14.36,-20.0
공급계약,398120,20250619,20250620,KOSDAQ,12.1,-13.8,-10.31,-10.98,-17.69
공급계약,389470,20250619,20250620,KOSDAQ,266.9,-23.6,-30.89,-15.74,-22.23
자사주신탁,060850,20250620,20250623,KOSDAQ,4.6,-4.06,1.75,-2.45,5.14
자사주직접,041960,20250620,20250623,KOSDAQ,6.7,0.76,-4.84,-0.17,-0.92
