b,ticker,entry,market,amt20,reprt,r5,r10,r20,r40
적자지속,106240,20251117,KOSDAQ,13.5,11014,-2.75,-3.25,-11.76,38.85
-0~50,121440,20251117,KOSDAQ,3.8,11014,-2.45,0.46,4.72,-13.88
-0~50,137950,20251117,KOSDAQ,1.2,11014,-3.61,-0.87,2.03,-1.48
+0~50,032940,20251117,KOSDAQ,109.5,11014,-11.13,-8.08,-5.42,76.83
적자전환,039860,20251117,KOSDAQ,5.7,11014,-7.82,-3.8,31.9,60.5
흑자전환,340360,20251117,KOSDAQ,4.8,11014,-2.13,28.41,14.97,12.69
적자전환,034830,20251117,KOSPI,8.4,11014,-4.79,-4.86,-2.73,-12.73
적자지속,432430,20251117,KOSDAQ,2.5,11014,-3.81,-0.2,-1.36,-7.88
적자전환,382480,20251117,KOSDAQ,7.9,11014,-7.63,-3.16,-1.72,7.9
적자지속,002100,20251117,KOSPI,2.4,11014,-1.83,-0.86,1.09,-4.2
흑자전환,034220,20251117,KOSPI,405.8,11014,-8.84,-8.02,-8.25,-8.69
+50%↑,003920,20251117,KOSPI,3.3,11014,-4.63,-3.67,-5.2,-4.44
적자지속,052020,20251117,KOSDAQ,35.0,11014,-8.47,-8.22,-4.35,2.85
-0~50,066590,20251117,KOSDAQ,2.6,11014,-7.82,-7.82,-8.57,35.46
흑자전환,331520,20251117,KOSDAQ,1.3,11014,-0.94,-0.76,3.21,-0.76
+50%↑,006730,20251117,KOSDAQ,33.3,11014,29.85,19.22,38.39,41.41
+0~50,023800,20251117,KOSPI,4.1,11014,-5.09,-0.37,2.73,16.9
+50%↑,007660,20251117,KOSPI,1881.7,11014,5.73,14.38,10.56,3.27
적자지속,143210,20251117,KOSPI,5.5,11014,0.74,-1.32,-2.03,-18.77
+0~50,005930,20251117,KOSPI,26337.9,11014,-3.49,0.62,4.63,43.81
적자지속,001020,20251117,KOSPI,3.4,11014,-0.43,-9.31,-7.35,-8.26
적자전환,004890,20251117,KOSPI,0.5,11014,-2.57,-1.56,-0.04,-3.97
-0~50,067570,20251117,KOSDAQ,2.5,11014,-2.8,0.49,4.22,1.81
-0~50,001040,20251117,KOSPI,253.6,11014,9.67,4.92,6.18,14.01
-0~50,005810,20251117,KOSPI,11.1,11014,-4.57,-5.37,-1.14,3.87
적자지속,474650,20251117,KOSDAQ,119.7,11014,6.78,20.23,116.51,141.29
+0~50,353810,20251117,KOSDAQ,19.7,11014,1.18,9.29,4.73,1.52
+50%↑,267250,20251117,KOSPI,512.3,11014,-7.98,-13.61,-6.6,7.91
+50%↑,216080,20251117,KOSDAQ,7.7,11014,-4.5,-0.31,-5.84,20.0
-0~50,352480,20251117,KOSDAQ,17.2,11014,-6.11,-4.61,-6.85,-8.19
적자지속,304360,20251117,KOSDAQ,38.2,11014,-8.86,0.09,21.3,35.89
적자지속,277810,20251117,KOSDAQ,1822.3,11014,-6.27,9.04,22.69,33.11
적자지속,377480,20251117,KOSDAQ,43.6,11014,-17.14,-12.13,-19.39,-14.89
-0~50,453450,20251117,KOSDAQ,4.6,11014,-11.56,-7.49,-6.42,-5.74
+50%↑,329180,20251117,KOSPI,1734.9,11014,-6.18,-12.5,-6.35,7.3
흑자전환,060980,20251117,KOSPI,15.2,11014,1.34,13.52,12.12,4.51
+50%↑,039570,20251117,KOSPI,1.0,11014,0.02,1.11,2.07,-4.19
+50%↑,089470,20251117,KOSPI,2.1,11014,0.71,1.34,8.77,8.64
-50%↓,078140,20251117,KOSDAQ,3.1,11014,-5.75,-0.27,-1.4,-12.21
흑자전환,088130,20251117,KOSDAQ,7.6,11014,-2.63,-1.99,0.44,-8.01
흑자전환,082270,20251117,KOSDAQ,202.7,11014,-2.47,-15.49,-24.12,-38.33
-50%↓,084370,20251117,KOSDAQ,279.9,11014,-16.13,-12.62,-20.83,-10.44
+50%↑,139670,20251117,KOSDAQ,0.8,11014,-4.08,-3.45,2.7,15.96
적자지속,102370,20251117,KOSDAQ,10.5,11014,-6.31,-15.78,-16.8,-17.94
+50%↑,102260,20251117,KOSPI,3.3,11014,3.67,12.29,11.34,-0.13
적자전환,131760,20251117,KOSDAQ,1.9,11014,-5.44,-4.72,-3.04,-12.87
+50%↑,259630,20251117,KOSDAQ,53.7,11014,-11.61,-1.21,-10.22,-24.85
적자전환,178320,20251117,KOSDAQ,187.4,11014,8.05,11.99,15.49,19.65
흑자전환,206560,20251117,KOSDAQ,4.9,11014,-7.0,0.07,-7.0,-12.09
+0~50,005990,20251117,KOSDAQ,0.6,11014,1.72,1.15,4.26,-0.16
-0~50,000080,20251117,KOSPI,28.1,11014,-2.2,-1.36,-1.05,-6.61
+0~50,357230,20251117,KOSDAQ,1.8,11014,-4.62,-2.53,-1.69,0.19
-0~50,189980,20251117,KOSDAQ,1.0,11014,-3.19,-2.4,-0.26,-6.25
+50%↑,234100,20251117,KOSDAQ,9.0,11014,-6.16,-1.3,-0.19,16.24
적자지속,101000,20251117,KOSDAQ,54.3,11014,-14.09,-22.77,-13.21,-17.83
+50%↑,417970,20251117,KOSDAQ,115.2,11014,6.36,7.15,37.68,39.26
-0~50,120110,20251117,KOSPI,86.6,11014,-8.79,-6.72,4.83,5.06
+0~50,128940,20251117,KOSPI,1061.0,11014,-6.98,-5.93,-6.56,-8.97
적자지속,950130,20251117,KOSDAQ,4.8,11014,-14.11,-11.22,-11.22,0.49
+0~50,000700,20251117,KOSPI,0.7,11014,-1.36,3.85,10.13,4.57
-0~50,237880,20251117,KOSDAQ,13.0,11014,-1.92,0.01,-0.96,-5.26
-50%↓,263860,20251117,KOSDAQ,9.8,11014,-14.2,8.67,-4.25,-11.38
+0~50,256940,20251117,KOSDAQ,12.6,11014,-9.11,0.73,23.82,3.64
흑자전환,066970,20251117,KOSPI,1272.1,11014,-18.58,-6.4,-6.91,-15.57
+0~50,055550,20251117,KOSPI,1029.4,11014,-3.8,0.51,-2.66,0.13
-0~50,073010,20251117,KOSDAQ,55.5,11014,-12.78,-14.09,-14.66,-17.19
적자전환,304100,20251117,KOSDAQ,127.3,11014,-9.4,2.05,2.05,-10.58
-0~50,095570,20251117,KOSPI,12.2,11014,5.09,6.67,4.41,2.39
적자지속,047400,20251117,KOSPI,47.2,11014,11.5,8.7,-0.61,5.7
+50%↑,038070,20251117,KOSDAQ,13.3,11014,-4.73,-1.47,-1.03,-1.92
+0~50,072710,20251117,KOSPI,36.5,11014,-1.53,-1.31,-1.74,-7.98
적자지속,095270,20251117,KOSDAQ,4.4,11014,-6.75,-5.41,-7.47,-6.44
+0~50,214320,20251117,KOSPI,36.6,11014,-2.17,0.04,5.95,0.37
흑자전환,101170,20251117,KOSDAQ,33.6,11014,5.7,63.88,97.27,279.39
-0~50,090350,20251117,KOSPI,6.0,11014,-4.88,-3.33,3.24,-3.57
적자지속,101400,20251117,KOSDAQ,2.0,11014,-10.46,-1.48,5.52,19.83
-0~50,250000,20251117,KOSDAQ,1.0,11014,-2.07,-2.07,-5.4,-9.45
-0~50,238120,20251117,KOSDAQ,2.1,11014,3.13,4.76,12.04,4.31
적자지속,066910,20251117,KOSDAQ,3.0,11014,-12.08,-14.2,-13.14,-22.01
-0~50,383800,20251117,KOSPI,22.4,11014,-6.43,-5.11,-0.68,-4.51
적자지속,230240,20251117,KOSDAQ,54.3,11014,-10.79,-21.41,-21.29,-21.1
적자지속,411080,20251117,KOSDAQ,15.7,11014,-8.26,0.75,-7.87,-12.76
적자지속,226330,20251117,KOSDAQ,53.1,11014,-20.68,-16.0,-27.35,-30.86
+0~50,014680,20251117,KOSPI,161.6,11014,-5.79,11.33,0.3,10.66
적자지속,347850,20251117,KOSDAQ,1755.2,11014,29.7,9.82,7.57,8.87
-0~50,357780,20251117,KOSDAQ,123.7,11014,-15.79,8.56,-6.02,5.61
흑자전환,363280,20251117,KOSPI,1.5,11014,-9.08,0.47,2.5,-7.98
적자지속,412350,20251117,KOSDAQ,1.6,11014,0.65,8.0,-4.56,-19.54
적자전환,476080,20251117,KOSDAQ,106.9,11014,-7.1,-6.82,-7.75,-16.51
-0~50,002140,20251117,KOSPI,1.6,11014,-2.58,-1.78,-0.58,-2.78
적자지속,014990,20251117,KOSPI,11.5,11014,2.6,8.17,1.67,-7.72
적자지속,215100,20251117,KOSDAQ,774.2,11014,-12.45,-5.56,0.97,0.61
적자지속,270660,20251117,KOSDAQ,63.0,11014,-3.32,3.53,13.67,25.8
적자지속,389140,20251117,KOSDAQ,24.8,11014,-10.85,-12.13,-14.92,-29.39
적자지속,372800,20251117,KOSDAQ,0.9,11014,-0.89,-3.43,-7.63,-14.27
적자지속,403490,20251117,KOSDAQ,5.4,11014,-4.43,0.12,1.53,-10.45
적자지속,011170,20251117,KOSPI,174.4,11014,-14.15,-16.24,-14.62,-15.43
적자지속,008730,20251117,KOSPI,48.3,11014,-7.13,-4.39,-3.42,-16.97
+0~50,028260,20251117,KOSPI,773.9,11014,-1.51,2.34,11.41,29.33
+50%↑,017960,20251117,KOSPI,160.1,11014,-12.78,-14.23,-0.38,15.88
-0~50,002320,20251117,KOSPI,6.7,11014,-4.46,-4.81,1.27,-5.3
+50%↑,020710,20251117,KOSDAQ,9.9,11014,-5.98,-3.85,-0.06,-8.71
적자지속,004270,20251117,KOSPI,0.9,11014,-4.62,-4.04,1.47,-6.13
+50%↑,060380,20251117,KOSDAQ,2.0,11014,-3.11,-2.07,-0.17,-7.36
+0~50,030200,20251117,KOSPI,187.6,11014,-0.58,0.02,4.8,5.8
적자전환,130660,20251117,KOSPI,25.0,11014,-8.92,-7.91,-5.89,-8.58
+0~50,081660,20251117,KOSPI,38.7,11014,2.68,6.91,7.16,8.03
+0~50,041930,20251117,KOSDAQ,7.1,11014,-7.75,6.44,7.1,9.08
+50%↑,036120,20251117,KOSDAQ,1.8,11014,-3.16,-0.76,1.64,-8.34
적자지속,018000,20251117,KOSDAQ,49.8,11014,-8.18,-8.58,6.18,-14.76
+50%↑,011370,20251117,KOSDAQ,1.7,11014,-2.47,-4.11,0.93,-7.19
+0~50,004990,20251117,KOSPI,107.1,11014,-5.26,-15.66,-11.88,-12.51
+0~50,004370,20251117,KOSPI,130.8,11014,2.68,-1.4,-2.65,-6.17
적자지속,006570,20251117,KOSPI,0.3,11014,-9.55,-4.68,-14.41,-15.58
적자전환,007680,20251117,KOSDAQ,0.9,11014,-0.81,-7.63,-2.82,-8.53
+0~50,005710,20251117,KOSDAQ,3.5,11014,9.06,12.23,22.53,3.95
-0~50,001130,20251117,KOSPI,3.3,11014,-4.58,-2.08,5.68,-2.43
-0~50,004140,20251117,KOSPI,18.8,11014,-4.84,-2.68,-1.42,-12.21
흑자전환,005960,20251117,KOSPI,2.6,11014,-8.04,-11.21,-3.19,-10.88
적자지속,007390,20251117,KOSDAQ,191.9,11014,-20.98,-18.66,-18.48,-28.29
-0~50,026890,20251117,KOSPI,12.0,11014,-5.32,5.35,1.58,-10.98
적자지속,418620,20251117,KOSDAQ,15.3,11014,-12.24,-9.01,-26.62,-43.35
-0~50,416180,20251117,KOSDAQ,116.5,11014,-11.77,-7.92,-7.18,-20.08
흑자전환,115530,20251117,KOSDAQ,0.9,11014,6.35,3.64,-0.28,-0.88
적자전환,141000,20251117,KOSDAQ,2.2,11014,-5.68,-2.27,-1.61,-7.91
-0~50,232680,20251117,KOSDAQ,12.5,11014,-4.75,4.9,23.42,97.89
적자전환,372170,20251117,KOSDAQ,16.1,11014,-15.92,-7.72,-3.82,-17.73
적자지속,161580,20251117,KOSDAQ,465.2,11014,-15.7,-8.92,5.19,-7.15
흑자전환,217820,20251117,KOSDAQ,32.0,11014,1.36,6.43,18.97,16.13
적자지속,115180,20251117,KOSDAQ,74.3,11014,-14.55,13.19,9.9,3.33
적자지속,208640,20251117,KOSDAQ,12.2,11014,-6.3,-1.8,-9.18,-2.75
적자전환,373200,20251117,KOSDAQ,1.6,11014,-3.74,-6.2,-8.08,8.33
적자지속,331920,20251117,KOSDAQ,0.4,11014,-4.03,-4.03,7.25,-4.21
적자지속,321550,20251117,KOSDAQ,43.2,11014,-12.75,-7.44,-13.59,-15.54
적자지속,361610,20251117,KOSPI,74.1,11014,-18.5,-12.08,-9.03,-25.98
적자지속,377030,20251117,KOSDAQ,9.7,11014,-9.79,-13.0,-17.04,-12.57
-0~50,123700,20251117,KOSPI,1.9,11014,-3.33,-1.58,1.51,-0.1
+50%↑,004840,20251117,KOSPI,0.8,11014,5.32,5.98,4.99,5.98
적자전환,153490,20251117,KOSDAQ,0.4,11014,0.32,1.82,3.17,-1.18
+0~50,049720,20251117,KOSDAQ,5.1,11014,-0.36,0.95,1.32,-8.2
적자지속,060230,20251117,KOSDAQ,2.1,11014,-13.6,2.09,6.18,-5.05
-50%↓,060570,20251117,KOSDAQ,1.7,11014,-8.45,-8.51,-8.86,-11.71
적자지속,069540,20251117,KOSDAQ,53.0,11014,-9.66,-9.14,-8.88,92.81
적자지속,065170,20251117,KOSDAQ,1.0,11014,-10.32,-10.17,-12.0,-4.68
적자전환,079370,20251117,KOSDAQ,30.8,11014,-6.66,5.93,1.64,11.56
-50%↓,079810,20251117,KOSDAQ,9.9,11014,-13.85,-7.07,-7.41,-17.67
적자전환,073490,20251117,KOSDAQ,19.9,11014,-6.11,1.29,3.53,2.63
적자지속,079190,20251117,KOSDAQ,2.1,11014,0.21,2.35,-1.48,4.64
+50%↑,079550,20251117,KOSPI,941.5,11014,-5.9,-12.13,-7.57,32.95
흑자전환,134580,20251117,KOSDAQ,7.2,11014,-9.99,-8.46,-4.5,-13.99
적자지속,200230,20251117,KOSDAQ,53.8,11014,-15.38,-11.23,-10.88,-10.07
적자지속,117580,20251117,KOSPI,5.9,11014,-4.32,-3.11,-2.51,-6.37
+0~50,204620,20251117,KOSDAQ,49.4,11014,13.45,-1.55,-21.87,-31.23
-50%↓,001120,20251117,KOSPI,32.3,11014,-1.65,0.94,9.71,16.85
적자지속,063080,20251117,KOSDAQ,2.8,11014,-7.41,-6.57,-13.12,-9.48
적자지속,168330,20251117,KOSDAQ,1.6,11014,-11.82,-4.43,34.6,20.04
적자지속,058110,20251117,KOSDAQ,4.2,11014,-3.32,-0.98,-3.97,-8.4
-0~50,005180,20251117,KOSPI,28.2,11014,-2.41,-4.15,-1.48,0.52
-0~50,028050,20251117,KOSPI,252.5,11014,-3.25,-2.68,-3.83,-1.15
적자전환,006400,20251117,KOSPI,3552.7,11014,-12.84,-7.23,-5.99,-9.57
적자전환,027580,20251117,KOSDAQ,2.6,11014,-7.06,-1.98,-7.06,-4.7
-0~50,001740,20251117,KOSPI,13.0,11014,-3.58,0.52,1.06,-5.31
적자지속,002820,20251117,KOSPI,0.2,11014,-6.89,0.66,9.64,-2.2
적자지속,025870,20251117,KOSDAQ,0.4,11014,-5.58,8.39,0.75,2.8
적자지속,006740,20251117,KOSPI,2.0,11014,-3.28,-6.05,-6.48,-11.2
-0~50,007310,20251117,KOSPI,23.3,11014,-0.81,-0.42,-0.29,-1.97
-0~50,129260,20251117,KOSPI,2.5,11014,-2.73,-3.5,-0.02,-9.5
+50%↑,028100,20251117,KOSPI,3.8,11014,-2.69,-1.56,9.6,6.0
적자전환,028080,20251117,KOSDAQ,4.9,11014,-4.31,-5.06,-3.93,11.98
+50%↑,032620,20251117,KOSDAQ,9.2,11014,-7.72,-6.74,-1.85,-7.36
적자지속,032500,20251117,KOSDAQ,79.9,11014,-7.42,-2.13,5.0,-4.18
+50%↑,039560,20251117,KOSDAQ,7.5,11014,1.59,1.43,1.27,1.75
-50%↓,033920,20251117,KOSPI,10.7,11014,-9.18,-8.73,1.05,0.26
-50%↓,082640,20251117,KOSPI,14.0,11014,1.14,5.51,3.33,0.37
+0~50,003310,20251117,KOSDAQ,3.6,11014,-2.67,-1.22,44.22,117.39
적자지속,044180,20251117,KOSDAQ,20.6,11014,-9.35,-9.02,2.94,-2.21
적자지속,193250,20251117,KOSDAQ,0.7,11014,-9.17,-10.08,-8.27,-18.67
적자지속,220100,20251117,KOSDAQ,267.8,11014,0.02,9.05,4.54,-17.87
적자지속,293780,20251117,KOSDAQ,16.0,11014,-8.46,6.74,15.93,8.14
+50%↑,064350,20251117,KOSPI,1834.2,11014,-12.44,-14.75,-9.22,9.92
적자지속,045970,20251117,KOSDAQ,22.9,11014,-8.87,-3.72,-10.65,-3.37
적자지속,036570,20251117,KOSPI,271.3,11014,-14.57,-14.36,-16.82,3.01
+50%↑,045660,20251117,KOSDAQ,3.0,11014,-6.22,-4.71,-1.95,-7.46
+50%↑,067160,20251117,KOSDAQ,37.0,11014,-4.14,-1.59,-2.72,-6.69
적자지속,418550,20251117,KOSDAQ,10.3,11014,-13.63,-0.54,-2.08,-7.09
적자지속,172670,20251117,KOSDAQ,22.2,11014,-3.93,3.22,-3.36,13.15
적자지속,224060,20251117,KOSDAQ,1.3,11014,-1.29,3.4,-0.17,13.9
+50%↑,104540,20251117,KOSDAQ,5.5,11014,-7.96,4.26,14.63,19.63
적자지속,159910,20251117,KOSDAQ,29.5,11014,-18.87,-19.76,-23.45,-22.0
-50%↓,091340,20251117,KOSDAQ,2.3,11014,-6.36,-5.95,-6.97,-9.61
+50%↑,115480,20251117,KOSDAQ,0.5,11014,-6.31,-1.48,-8.31,-5.15
적자전환,115160,20251117,KOSDAQ,1.8,11014,-4.61,-5.37,-5.04,-3.75
적자지속,177350,20251117,KOSDAQ,2.4,11014,-9.52,1.51,8.39,-2.72
적자전환,141080,20251117,KOSDAQ,890.4,11014,-1.17,12.83,2.47,-6.15
-0~50,023530,20251117,KOSPI,53.8,11014,-1.86,0.76,3.79,0.48
적자지속,064800,20251117,KOSDAQ,3.3,11014,-7.43,-4.81,0.07,-5.41
-0~50,059090,20251117,KOSDAQ,163.1,11014,-11.78,-2.7,-5.12,-9.14
-0~50,122900,20251117,KOSPI,3.3,11014,-0.55,-0.04,-0.8,-4.6
적자지속,007460,20251117,KOSPI,40.9,11014,-14.22,-2.34,5.4,-5.51
적자지속,003240,20251117,KOSPI,15.2,11014,-1.73,-2.95,0.7,-9.77
흑자전환,024840,20251117,KOSDAQ,9.9,11014,-6.83,-2.75,-0.21,0.94
-0~50,021650,20251117,KOSDAQ,0.3,11014,-0.58,0.77,3.46,6.61
-0~50,004960,20251117,KOSPI,3.6,11014,6.45,5.18,45.77,19.18
적자지속,044480,20251117,KOSDAQ,23.1,11014,-6.25,-4.46,-6.25,-16.1
+50%↑,004080,20251117,KOSPI,0.5,11014,-2.28,-1.62,0.73,0.73
+50%↑,002460,20251117,KOSPI,3.0,11014,5.18,8.73,24.91,4.27
+0~50,033780,20251117,KOSPI,372.6,11014,3.15,1.03,0.68,1.17
-0~50,035250,20251117,KOSPI,91.8,11014,2.92,3.73,2.98,3.33
적자전환,066670,20251117,KOSDAQ,1.6,11014,0.85,7.11,15.87,8.0
적자지속,205470,20251117,KOSDAQ,11.7,11014,-7.99,-8.06,-21.52,-25.23
적자전환,236810,20251117,KOSDAQ,2.8,11014,-9.57,-7.26,-11.69,-25.56
적자지속,094860,20251117,KOSDAQ,7.8,11014,-9.21,-14.56,-8.63,-17.35
적자지속,100220,20251117,KOSPI,2.2,11014,-10.38,-11.6,-14.37,-16.11
적자전환,297890,20251117,KOSDAQ,11.6,11014,-12.12,-7.4,-11.27,-9.12
적자지속,115450,20251117,KOSDAQ,24.4,11014,-9.21,-4.75,-14.11,-2.81
-50%↓,097230,20251117,KOSPI,1642.4,11014,-10.84,-6.92,0.71,17.05
흑자전환,041440,20251117,KOSDAQ,4.7,11014,15.76,15.76,15.9,11.35
적자지속,071950,20251117,KOSPI,18.5,11014,-50.09,-39.61,-40.64,-43.58
+50%↑,024720,20251117,KOSPI,20.5,11014,-2.28,-4.82,-6.14,-11.04
+0~50,001440,20251117,KOSPI,1904.2,11014,-14.38,-15.37,-4.13,1.79
+50%↑,037460,20251117,KOSDAQ,5.8,11014,1.4,4.6,11.24,29.96
적자지속,013810,20251117,KOSDAQ,2.0,11014,-4.09,-3.49,-5.5,-1.28
적자전환,011690,20251117,KOSPI,8.1,11014,1.77,26.68,42.55,53.62
+0~50,019540,20251117,KOSDAQ,1.8,11014,-0.11,1.89,4.52,26.77
+0~50,012750,20251117,KOSPI,33.6,11014,-0.54,-0.27,0.54,5.13
적자전환,016800,20251117,KOSPI,1.1,11014,0.83,-0.4,9.33,-1.63
+50%↑,017940,20251117,KOSPI,14.5,11014,0.96,-0.27,6.48,-0.14
적자지속,016100,20251117,KOSDAQ,1.1,11014,-6.75,-6.75,-9.17,-26.36
+50%↑,126720,20251117,KOSPI,7.2,11014,-1.42,-0.45,4.87,11.65
+0~50,234340,20251117,KOSDAQ,42.3,11014,-7.53,-8.14,-0.82,-3.03
적자지속,348030,20251117,KOSDAQ,0.5,11014,-3.85,-2.74,-9.85,-22.82
+50%↑,016610,20251117,KOSPI,20.6,11014,-5.74,-0.68,0.47,8.77
적자지속,369370,20251117,KOSDAQ,0.9,11014,-0.27,-0.05,-1.27,-0.62
적자지속,405000,20251117,KOSDAQ,0.4,11014,-12.23,-14.32,-15.24,-26.12
+0~50,483650,20251117,KOSPI,324.6,11014,0.32,1.17,17.89,9.76
적자지속,008350,20251117,KOSPI,5.5,11014,-4.76,-2.31,-2.41,12.88
-0~50,005250,20251117,KOSPI,15.8,11014,-7.73,-4.87,-0.58,-9.87
-0~50,080470,20251117,KOSDAQ,0.8,11014,-3.01,-0.33,1.71,14.85
+0~50,107590,20251117,KOSPI,0.5,11014,-1.18,-0.59,-0.14,-2.52
적자전환,090410,20251117,KOSDAQ,2.8,11014,3.48,3.32,6.2,-1.96
적자지속,083790,20251117,KOSDAQ,2.6,11014,-9.87,-0.58,-0.9,-17.61
+0~50,060150,20251117,KOSDAQ,4.8,11014,-3.14,0.06,5.88,1.13
적자지속,064090,20251117,KOSDAQ,5.8,11014,-9.78,-8.15,18.94,9.99
+0~50,069260,20251117,KOSPI,13.7,11014,-2.63,0.98,7.95,1.42
적자지속,089230,20251117,KOSDAQ,2.3,11014,-6.19,-12.8,8.64,21.77
적자지속,043100,20251117,KOSDAQ,19.0,11014,-11.43,5.9,1.37,3.64
+50%↑,058400,20251117,KOSDAQ,2.3,11014,-3.45,-2.46,-1.62,-3.02
-50%↓,033830,20251117,KOSDAQ,0.7,11014,-4.92,-3.36,-3.67,-6.49
적자지속,048770,20251117,KOSDAQ,2.1,11014,-0.49,15.31,39.75,70.62
흑자전환,000020,20251117,KOSPI,5.0,11014,-4.96,-4.17,-1.65,-6.06
적자전환,023960,20251117,KOSPI,1.8,11014,-1.84,4.25,7.79,8.37
흑자전환,018700,20251117,KOSDAQ,1.6,11014,-6.76,-2.11,-1.17,-10.12
-50%↓,005610,20251117,KOSPI,3.3,11014,-1.97,1.77,6.68,-0.98
흑자전환,010960,20251117,KOSPI,1.6,11014,1.97,-0.46,3.83,7.69
흑자전환,011330,20251117,KOSPI,4.6,11014,5.95,6.2,5.62,-4.79
흑자전환,013360,20251117,KOSPI,2.3,11014,-0.94,1.2,110.27,60.19
-0~50,005380,20251117,KOSPI,3202.6,11014,-6.91,-8.0,6.15,52.8
적자지속,085310,20251117,KOSPI,173.5,11014,-26.76,-21.6,-24.92,-28.18
+50%↑,439090,20251117,KOSDAQ,9.5,11014,-3.59,-6.1,-7.88,-7.55
흑자전환,250930,20251117,KOSDAQ,19.9,11014,-3.69,1.72,-2.15,-10.85
+0~50,068270,20251117,KOSPI,1682.2,11014,-8.92,-7.06,-6.06,5.35
흑자전환,071850,20251117,KOSDAQ,0.2,11014,-1.73,-2.9,-7.63,-9.05
-0~50,047810,20251117,KOSPI,609.6,11014,-2.36,0.56,6.04,56.79
적자전환,061040,20251117,KOSDAQ,5.1,11014,-4.29,-8.6,-11.41,-17.46
+0~50,063570,20251117,KOSDAQ,2.5,11014,-0.52,0.92,2.6,-3.76
+50%↑,123890,20251117,KOSPI,4.1,11014,-0.76,3.2,4.67,2.37
+50%↑,016590,20251117,KOSPI,21.5,11014,-3.44,-1.88,-2.02,-8.11
+50%↑,058850,20251117,KOSPI,7.6,11014,-1.53,-4.13,0.04,-6.74
적자전환,004380,20251117,KOSPI,0.0,11014,-1.18,-1.18,-1.18,-1.18
흑자전환,003620,20251117,KOSPI,13.9,11014,-5.29,-3.38,10.74,2.36
+50%↑,072950,20251117,KOSDAQ,2.2,11014,7.82,6.87,0.42,7.25
+0~50,030000,20251117,KOSPI,91.4,11014,1.56,2.92,3.83,-5.24
적자지속,000910,20251117,KOSPI,15.5,11014,2.96,2.48,5.12,4.16
적자전환,007820,20251117,KOSDAQ,10.2,11014,-4.83,1.95,14.07,31.54
적자지속,377220,20251117,KOSDAQ,4.0,11014,-9.4,-5.41,-16.77,-18.17
적자전환,306200,20251117,KOSPI,10.2,11014,-9.21,-7.07,-3.89,-8.26
적자지속,310210,20251117,KOSDAQ,313.7,11014,8.26,9.41,-4.39,-9.91
+50%↑,084010,20251117,KOSPI,3.2,11014,3.43,7.85,17.07,7.69
+50%↑,092780,20251117,KOSPI,3.6,11014,-0.87,1.9,1.9,85.59
+0~50,001340,20251117,KOSPI,9.2,11014,-10.33,-4.12,-1.34,-12.62
+50%↑,003850,20251117,KOSPI,14.8,11014,-8.24,0.48,2.52,-3.37
-0~50,002170,20251117,KOSPI,0.9,11014,-1.18,0.32,2.75,2.18
-50%↓,070960,20251117,KOSPI,6.3,11014,-1.93,-2.98,5.28,-5.38
-0~50,066570,20251117,KOSPI,893.0,11014,-9.08,-7.55,3.64,1.79
적자지속,223310,20251117,KOSDAQ,11.4,11014,-12.92,-16.77,-20.01,-14.34
-50%↓,241790,20251117,KOSDAQ,3.9,11014,-14.68,-8.42,-9.78,-7.87
적자지속,322510,20251117,KOSDAQ,5.5,11014,-12.27,-7.59,27.85,22.96
흑자전환,278650,20251117,KOSDAQ,51.2,11014,-13.52,-4.96,-5.02,-9.74
+0~50,443060,20251117,KOSPI,276.5,11014,-4.09,-16.16,-8.5,-9.71
흑자전환,270870,20251117,KOSDAQ,0.9,11014,-1.68,0.32,6.5,-5.07
적자지속,298540,20251117,KOSDAQ,2.7,11014,-8.33,-8.13,-8.54,-21.11
적자지속,290720,20251117,KOSDAQ,0.8,11014,-5.37,-10.04,-10.18,-11.55
적자전환,381620,20251117,KOSDAQ,731.5,11014,-17.76,-12.1,-9.61,-18.75
흑자전환,440320,20251117,KOSDAQ,2.1,11014,-5.6,-4.63,-2.33,-12.63
-0~50,039010,20251117,KOSDAQ,6.9,11014,-8.15,-0.66,6.25,-3.35
+50%↑,034810,20251117,KOSDAQ,3.5,11014,-3.75,-2.81,12.39,11.32
적자전환,039610,20251117,KOSDAQ,7.5,11014,-8.61,-5.9,-6.03,0.49
적자지속,000760,20251117,KOSPI,0.2,11014,1.23,67.98,45.45,17.52
+0~50,443250,20251117,KOSDAQ,2.2,11014,3.45,14.87,26.93,6.8
적자지속,367000,20251117,KOSDAQ,0.9,11014,-1.82,-1.14,-3.27,-12.33
+0~50,237820,20251117,KOSDAQ,1.4,11014,-6.4,-5.25,-4.93,-7.23
-0~50,145020,20251117,KOSDAQ,242.5,11014,-8.78,-2.55,-8.99,-6.08
적자지속,215600,20251117,KOSDAQ,24.7,11014,-10.15,3.0,20.54,9.24
+50%↑,214450,20251117,KOSDAQ,751.8,11014,-10.39,-14.6,-18.48,-8.78
-0~50,203650,20251117,KOSDAQ,21.5,11014,-12.14,-4.6,-7.8,-10.71
적자지속,214610,20251117,KOSDAQ,1.4,11014,-8.19,4.55,15.37,-2.85
-0~50,215000,20251117,KOSDAQ,9.6,11014,-2.32,-0.14,0.19,-10.68
적자지속,419530,20251117,KOSDAQ,111.5,11014,-12.93,-16.25,-6.39,-21.75
-0~50,006280,20251117,KOSPI,84.5,11014,-7.33,-2.55,18.65,21.22
