b,ticker,entry,market,amt20,reprt,r5,r10,r20,r40
+50%↑,016740,20251117,KOSPI,3.1,11014,1.26,3.02,4.24,5.05
-0~50,002840,20251117,KOSPI,4.3,11014,-0.5,-0.5,2.52,-0.02
적자지속,028300,20251117,KOSDAQ,532.7,11014,-11.83,-2.99,-6.0,6.55
흑자전환,035460,20251117,KOSDAQ,0.8,11014,-0.65,3.39,4.16,3.77
-0~50,036460,20251117,KOSPI,128.7,11014,-4.35,-1.1,0.94,-6.28
적자지속,066900,20251117,KOSDAQ,1.5,11014,-3.64,-0.63,-2.18,-3.14
+0~50,080530,20251117,KOSDAQ,1.5,11014,1.1,-2.1,-5.94,-10.48
-50%↓,053700,20251117,KOSDAQ,2.8,11014,-2.88,-0.84,0.43,105.91
-0~50,051360,20251117,KOSDAQ,24.5,11014,-10.26,-4.4,4.33,-2.5
-0~50,103140,20251117,KOSPI,312.7,11014,-9.66,-6.37,-2.02,26.29
흑자전환,293580,20251117,KOSDAQ,4.6,11014,-4.16,0.6,29.66,27.41
+50%↑,095660,20251117,KOSDAQ,18.4,11014,-4.16,1.99,-0.39,0.41
-50%↓,041960,20251117,KOSDAQ,9.0,11014,-4.4,0.95,10.51,19.59
적자지속,032800,20251117,KOSDAQ,2.6,11014,0.05,0.64,-4.54,-7.64
적자전환,031430,20251117,KOSPI,10.2,11014,-4.21,-1.45,6.17,-0.12
+0~50,032190,20251117,KOSDAQ,22.8,11014,-8.2,-3.24,15.67,0.3
흑자전환,014470,20251117,KOSDAQ,1.6,11014,-2.55,-2.33,2.51,-7.39
적자지속,036630,20251117,KOSDAQ,13.8,11014,3.71,13.26,29.76,-2.37
적자지속,043220,20251117,KOSDAQ,0.0,11014,-1.48,-1.48,-1.48,-1.48
+50%↑,082210,20251117,KOSDAQ,5.5,11014,-5.55,-1.95,-5.9,2.65
+0~50,049960,20251117,KOSDAQ,2.1,11014,2.5,14.94,11.04,5.35
적자지속,137080,20251117,KOSDAQ,2.2,11014,-6.06,-5.11,2.63,17.64
흑자전환,085810,20251117,KOSDAQ,0.8,11014,-9.43,-9.97,-4.81,6.28
적자전환,026150,20251117,KOSDAQ,3.5,11014,0.91,-0.01,19.07,11.73
-0~50,054050,20251117,KOSDAQ,4.1,11014,-3.7,-3.45,1.6,-3.82
+50%↑,012630,20251117,KOSPI,29.6,11014,0.77,0.08,7.52,-3.53
-0~50,007860,20251117,KOSPI,5.2,11014,-4.58,-0.33,4.99,5.31
+0~50,192650,20251117,KOSPI,15.3,11014,-5.84,-1.02,0.25,-2.01
-0~50,107640,20251117,KOSDAQ,162.9,11014,-20.94,-6.85,-2.99,-13.51
+50%↑,072990,20251117,KOSDAQ,9.9,11014,-6.53,-11.85,-15.5,-20.89
적자전환,182360,20251117,KOSDAQ,7.4,11014,-10.74,-6.7,-3.46,-4.05
흑자전환,000300,20251117,KOSPI,0.0,11014,-1.18,-1.18,-1.18,-1.18
적자전환,011150,20251117,KOSPI,3.4,11014,-0.07,-0.63,0.48,2.14
적자지속,027040,20251117,KOSDAQ,0.8,11014,-0.4,2.82,3.9,6.58
적자지속,276730,20251117,KOSDAQ,2.8,11014,-9.71,-11.71,-17.74,-39.1
흑자전환,420770,20251117,KOSDAQ,14.8,11014,-2.57,8.11,-3.5,32.72
+0~50,251270,20251117,KOSPI,120.5,11014,-6.9,-2.92,-11.25,-8.35
적자지속,148780,20251117,KOSDAQ,8.2,11014,-7.6,-4.03,-8.67,-16.89
적자지속,180400,20251117,KOSDAQ,3.8,11014,-16.66,-17.56,-23.69,59.78
적자지속,179530,20251117,KOSDAQ,19.1,11014,-13.02,-21.39,-26.71,-51.45
-50%↓,205500,20251117,KOSDAQ,7.7,11014,-10.41,-3.22,-14.86,-4.09
적자지속,311690,20251117,KOSDAQ,1.8,11014,-8.26,-1.7,2.93,-9.55
적자지속,263700,20251117,KOSDAQ,3.0,11014,-18.0,-16.97,-24.02,-33.87
+50%↑,005940,20251117,KOSPI,226.0,11014,-4.8,-4.33,-2.94,3.11
적자전환,101670,20251117,KOSDAQ,59.2,11014,-5.64,5.7,3.58,-11.6
적자지속,195990,20251117,KOSDAQ,79.1,11014,-21.05,-18.18,-24.7,-51.35
+0~50,259960,20251117,KOSPI,291.9,11014,-7.14,-8.24,-11.9,-15.01
흑자전환,220180,20251117,KOSDAQ,1.1,11014,-6.12,-1.72,-5.07,-11.24
+50%↑,194700,20251117,KOSDAQ,26.8,11014,-4.52,-3.28,-7.76,-9.97
흑자전환,128660,20251117,KOSDAQ,1.0,11014,-3.68,-0.01,3.47,8.06
적자지속,175140,20251117,KOSDAQ,4.2,11014,-5.18,-3.74,-4.88,-0.45
적자지속,255440,20251117,KOSDAQ,3.6,11014,-11.19,0.1,0.21,9.47
적자지속,148250,20251117,KOSDAQ,8.5,11014,-13.73,-16.61,-22.21,-53.82
적자지속,189690,20251117,KOSDAQ,2.4,11014,-4.29,-1.71,-3.82,-4.76
흑자전환,123010,20251117,KOSDAQ,19.6,11014,-6.78,7.92,46.28,-2.32
+0~50,375500,20251117,KOSPI,108.0,11014,-5.87,-3.68,4.75,1.57
적자지속,018620,20251117,KOSDAQ,0.5,11014,-0.64,1.19,-1.93,-8.44
-0~50,192080,20251117,KOSPI,25.2,11014,-1.26,3.35,2.39,-1.06
+0~50,013030,20251117,KOSDAQ,36.1,11014,-7.15,-8.61,-4.96,-8.17
-50%↓,003280,20251117,KOSPI,182.5,11014,-5.02,-2.43,-3.09,1.25
-0~50,053270,20251117,KOSDAQ,2.8,11014,-5.75,-3.38,-0.06,26.96
-50%↓,099190,20251117,KOSDAQ,21.6,11014,-3.38,1.79,-2.22,-12.86
+0~50,089860,20251117,KOSPI,11.9,11014,2.24,-1.66,-0.72,-7.91
흑자전환,080580,20251117,KOSDAQ,34.6,11014,-17.9,-12.01,10.36,13.79
+50%↑,101330,20251117,KOSDAQ,1.9,11014,-7.28,-1.64,0.94,139.42
적자전환,317850,20251117,KOSDAQ,2.0,11014,34.56,35.18,30.03,15.37
-0~50,090460,20251117,KOSPI,103.0,11014,-1.38,8.59,15.31,2.86
+0~50,069960,20251117,KOSPI,93.7,11014,1.51,6.8,2.06,3.94
+50%↑,073560,20251117,KOSDAQ,2.1,11014,-2.28,-2.01,3.98,-0.48
+0~50,000480,20251117,KOSPI,2.1,11014,0.57,1.6,3.15,-3.86
+0~50,126560,20251117,KOSPI,2.7,11014,-3.95,-4.11,-1.8,-4.88
+0~50,086280,20251117,KOSPI,378.0,11014,-5.47,-2.72,8.97,59.0
-0~50,032850,20251117,KOSDAQ,4.9,11014,-2.41,-0.86,0.28,-5.82
적자전환,065440,20251117,KOSDAQ,58.1,11014,-12.12,-10.93,-19.46,-25.5
+50%↑,000660,20251117,KOSPI,26689.1,11014,-11.94,-8.88,-6.16,27.0
+50%↑,016250,20251117,KOSDAQ,0.5,11014,-3.49,-0.76,7.51,6.36
-0~50,029530,20251117,KOSPI,5.4,11014,0.93,5.47,16.11,1.04
적자지속,000520,20251117,KOSPI,37.6,11014,-2.44,1.37,-0.09,-9.28
-0~50,005090,20251117,KOSPI,7.8,11014,-0.08,1.23,4.08,-10.61
-0~50,047050,20251117,KOSPI,426.5,11014,-4.5,-0.57,1.49,7.67
+50%↑,003030,20251117,KOSPI,16.7,11014,-8.12,-4.22,-2.97,-17.52
+0~50,001430,20251117,KOSPI,39.0,11014,-8.06,-3.84,71.38,135.52
적자지속,016710,20251117,KOSPI,1.7,11014,-4.4,-3.13,1.12,-5.2
+0~50,017650,20251117,KOSDAQ,0.6,11014,-2.72,-0.52,7.72,5.66
-50%↓,012700,20251117,KOSDAQ,2.1,11014,-5.12,-3.3,-1.74,-9.93
+0~50,015750,20251117,KOSDAQ,56.3,11014,-8.48,2.92,3.22,5.47
적자지속,079650,20251117,KOSDAQ,1.3,11014,-3.28,-7.53,-10.16,-13.44
-0~50,004450,20251117,KOSPI,0.2,11014,-11.6,-8.43,-5.41,-13.26
-0~50,002810,20251117,KOSPI,2.8,11014,-2.27,-0.35,6.44,-2.65
-50%↓,001780,20251117,KOSPI,9.8,11014,-7.55,-2.65,-2.16,1.27
+0~50,009320,20251117,KOSPI,0.8,11014,-4.76,-5.27,-5.27,7.09
적자지속,048830,20251117,KOSDAQ,0.2,11014,-10.76,-13.58,-14.86,-16.04
+0~50,453340,20251117,KOSPI,8.5,11014,-3.38,-8.15,-1.85,-9.49
+50%↑,408920,20251117,KOSDAQ,10.0,11014,-3.71,-4.5,6.26,-1.5
-50%↓,383310,20251117,KOSDAQ,33.4,11014,-12.24,-3.86,3.78,-12.61
흑자전환,451220,20251117,KOSDAQ,6.2,11014,-9.46,0.49,-1.92,2.78
적자전환,417200,20251117,KOSDAQ,194.5,11014,-7.17,-5.8,9.03,2.58
-0~50,004650,20251117,KOSDAQ,2.0,11014,-1.48,0.49,1.47,-8.46
적자지속,950200,20251117,KOSDAQ,0.8,11014,-3.36,3.86,10.64,3.71
흑자전환,090080,20251117,KOSPI,2.1,11014,-1.72,-1.82,1.39,4.17
-0~50,263600,20251117,KOSDAQ,1.9,11014,-6.36,-1.72,9.26,15.13
+50%↑,014790,20251117,KOSPI,14.0,11014,4.61,2.78,11.52,8.67
흑자전환,027360,20251117,KOSDAQ,5.2,11014,-4.12,1.51,33.35,55.24
-50%↓,017900,20251117,KOSPI,1.1,11014,-0.15,-2.85,-3.34,-0.69
-50%↓,018290,20251117,KOSDAQ,82.8,11014,-11.53,-12.91,-19.07,-27.15
+50%↑,009970,20251117,KOSPI,30.2,11014,7.83,3.57,23.02,17.46
+50%↑,007530,20251117,KOSDAQ,0.6,11014,-1.66,1.05,-4.55,-14.68
+0~50,005800,20251117,KOSPI,4.6,11014,0.26,5.22,33.21,5.15
적자전환,004970,20251117,KOSPI,0.8,11014,-2.47,-1.93,0.54,-4.62
+0~50,051500,20251117,KOSDAQ,8.1,11014,-1.48,-3.56,4.77,-11.14
흑자전환,009620,20251117,KOSDAQ,3.1,11014,-3.69,-6.06,-6.43,-23.59
적자지속,288980,20251117,KOSDAQ,1.6,11014,-6.9,-10.06,-12.23,-12.23
-0~50,065350,20251117,KOSDAQ,99.0,11014,-6.11,2.76,14.36,7.11
-0~50,017180,20251117,KOSPI,1.8,11014,-0.66,-1.99,4.61,0.62
-0~50,002380,20251117,KOSPI,119.4,11014,-4.67,-0.62,2.6,4.75
흑자전환,065150,20251117,KOSDAQ,0.0,11014,-1.48,-1.48,-1.48,-1.48
-50%↓,082850,20251117,KOSDAQ,5.9,11014,-7.4,-3.61,2.55,-8.35
흑자전환,089790,20251117,KOSDAQ,7.3,11014,-8.22,6.51,1.6,2.63
흑자전환,053160,20251117,KOSDAQ,1.6,11014,-2.59,0.05,0.47,-8.17
+50%↑,041510,20251117,KOSDAQ,201.6,11014,-2.05,5.02,6.59,10.42
-0~50,111110,20251117,KOSPI,3.5,11014,-1.69,0.21,8.45,-4.86
흑자전환,029460,20251117,KOSPI,12.5,11014,-4.47,3.9,-5.86,12.47
+50%↑,034730,20251117,KOSPI,693.8,11014,-5.69,-4.36,-2.09,14.04
적자지속,142760,20251117,KOSDAQ,5.9,11014,5.07,4.88,7.88,-0.54
적자지속,262260,20251117,KOSDAQ,3.9,11014,-11.93,-7.4,0.09,-14.37
+0~50,130580,20251117,KOSDAQ,0.5,11014,-1.31,-0.27,3.87,-2.34
적자지속,357880,20251117,KOSDAQ,14.1,11014,-13.64,-14.54,-2.19,4.06
적자지속,290090,20251117,KOSDAQ,0.7,11014,-6.29,-0.01,0.39,-5.62
적자전환,352820,20251117,KOSPI,1253.8,11014,-4.19,-3.53,-0.55,11.89
+50%↑,278470,20251117,KOSPI,1597.8,11014,11.11,13.36,12.68,6.6
+50%↑,290650,20251117,KOSDAQ,270.6,11014,-4.04,14.69,27.61,3.27
적자지속,226950,20251117,KOSDAQ,1446.6,11014,-5.79,-1.57,2.28,-1.35
적자전환,234300,20251117,KOSDAQ,4.2,11014,-5.87,-1.21,-4.36,-4.09
흑자전환,184230,20251117,KOSDAQ,3.4,11014,2.49,4.7,-5.3,-10.74
적자지속,105550,20251117,KOSDAQ,11.3,11014,-7.57,-0.6,9.14,-10.08
흑자전환,196490,20251117,KOSDAQ,0.0,11014,-1.48,-1.48,-1.48,-1.48
-0~50,096760,20251117,KOSPI,3.4,11014,-0.76,2.79,5.05,-3.16
적자전환,180640,20251117,KOSPI,110.3,11014,9.62,2.45,20.83,25.18
흑자전환,309960,20251117,KOSDAQ,11.4,11014,-7.58,3.34,6.92,-3.82
적자지속,301300,20251117,KOSDAQ,1.2,11014,-11.48,-6.09,-10.56,-18.32
+0~50,067390,20251117,KOSDAQ,4.7,11014,3.2,3.2,9.33,5.91
+0~50,094280,20251117,KOSPI,1.4,11014,-1.8,-1.57,-0.56,-6.06
-0~50,077360,20251117,KOSDAQ,93.9,11014,-17.91,-12.06,-10.37,-10.06
적자지속,012200,20251117,KOSPI,0.7,11014,-2.55,-0.34,10.74,756.07
+0~50,013580,20251117,KOSPI,10.2,11014,1.38,5.17,18.75,12.24
+0~50,012620,20251117,KOSDAQ,0.6,11014,-1.87,-0.82,6.78,3.24
+50%↑,015760,20251117,KOSPI,2551.0,11014,0.56,4.54,4.33,12.29
-0~50,042700,20251117,KOSPI,2356.4,11014,-6.43,-4.78,-7.29,41.02
적자지속,050110,20251117,KOSDAQ,2.0,11014,-8.43,-7.04,-39.26,-46.2
흑자전환,043260,20251117,KOSDAQ,27.7,11014,-5.97,15.49,142.93,557.53
적자지속,048410,20251117,KOSDAQ,29.4,11014,-10.53,0.48,0.87,3.02
-0~50,079160,20251117,KOSPI,17.7,11014,5.04,14.2,15.91,15.72
-50%↓,047820,20251117,KOSDAQ,3.9,11014,-2.2,-1.48,-4.76,-2.91
-0~50,051490,20251117,KOSDAQ,6.1,11014,-8.79,-5.56,-2.56,-4.48
-0~50,052900,20251117,KOSDAQ,2.0,11014,-4.18,-3.21,-3.75,1.01
+50%↑,010120,20251117,KOSPI,1625.3,11014,-7.52,-6.02,2.5,11.65
+0~50,041830,20251117,KOSDAQ,39.4,11014,-2.79,7.27,12.98,1.72
-0~50,038500,20251117,KOSDAQ,13.0,11014,-3.13,-2.8,73.82,52.23
-0~50,032640,20251117,KOSPI,152.6,11014,2.53,-1.93,-3.03,-1.93
-0~50,234080,20251117,KOSPI,16.0,11014,-1.75,-0.55,-5.08,-17.81
+0~50,045060,20251117,KOSDAQ,0.7,11014,-3.19,-1.48,-2.55,-0.84
적자지속,048550,20251117,KOSDAQ,51.9,11014,-2.59,0.12,1.23,0.99
-0~50,012330,20251117,KOSPI,650.5,11014,-2.06,1.3,21.73,50.54
-0~50,043150,20251117,KOSDAQ,9.7,11014,-6.67,-6.67,-8.41,-11.9
적자전환,033540,20251117,KOSDAQ,3.1,11014,-4.01,-0.17,0.97,-8.21
적자전환,138070,20251117,KOSDAQ,1.5,11014,-4.03,-4.03,-4.73,-8.21
적자전환,124560,20251117,KOSDAQ,5.2,11014,-3.64,-2.02,-2.02,-10.83
흑자전환,089970,20251117,KOSDAQ,124.5,11014,-11.36,-10.8,0.27,1.02
+50%↑,036800,20251117,KOSDAQ,2.6,11014,11.29,5.75,4.48,-5.1
-0~50,085670,20251117,KOSDAQ,18.5,11014,-10.21,-4.32,3.28,9.16
적자지속,348340,20251117,KOSDAQ,97.0,11014,0.41,5.67,25.1,103.68
-0~50,285490,20251117,KOSDAQ,19.3,11014,-0.83,7.81,4.04,6.81
흑자전환,019570,20251117,KOSDAQ,5.0,11014,-2.9,1.01,-2.55,-7.16
적자전환,000430,20251117,KOSPI,5.9,11014,-8.09,-5.2,-1.93,9.25
-0~50,006040,20251117,KOSPI,43.1,11014,-2.85,-5.14,-5.79,-10.14
적자지속,011000,20251117,KOSPI,16.6,11014,-11.12,-7.56,-10.46,-22.48
+50%↑,014970,20251117,KOSDAQ,50.9,11014,-5.1,-6.87,2.86,-12.17
+50%↑,020120,20251117,KOSPI,5.1,11014,-7.49,-3.19,-4.94,-14.07
+0~50,033310,20251117,KOSDAQ,1.3,11014,-8.73,-4.18,-0.21,-9.84
+50%↑,004020,20251117,KOSPI,157.1,11014,-10.29,-7.35,-1.62,-1.0
흑자전환,023350,20251117,KOSPI,1.1,11014,-1.62,-0.74,7.65,1.25
적자지속,145210,20251117,KOSPI,2.5,11014,-1.8,-3.16,9.7,-6.99
+0~50,308170,20251117,KOSPI,0.5,11014,-4.21,-1.18,-9.87,65.89
적자지속,166480,20251117,KOSDAQ,9.2,11014,-25.05,-2.53,35.93,43.62
-0~50,091970,20251117,KOSDAQ,31.9,11014,-6.48,-4.86,-11.04,-12.81
+0~50,251370,20251117,KOSDAQ,30.0,11014,-6.94,0.21,-8.2,-7.19
적자전환,095720,20251117,KOSPI,2.6,11014,-5.24,-5.59,-6.21,-18.8
적자지속,317870,20251117,KOSDAQ,49.0,11014,-12.85,8.4,-3.26,-25.62
적자전환,251630,20251117,KOSDAQ,12.3,11014,-8.97,3.16,11.64,26.43
+50%↑,200130,20251117,KOSDAQ,8.1,11014,-3.29,-2.54,-0.65,-8.96
적자지속,228760,20251117,KOSDAQ,46.7,11014,2.93,13.07,14.98,10.11
흑자전환,247540,20251117,KOSDAQ,1675.6,11014,-10.19,3.11,16.66,-2.31
-50%↓,256630,20251117,KOSDAQ,0.7,11014,-8.81,-7.15,-11.78,-13.35
적자지속,317690,20251117,KOSDAQ,23.2,11014,-13.47,-9.8,1.07,1.98
흑자전환,105740,20251117,KOSDAQ,32.0,11014,-11.26,-9.77,-8.46,-4.15
-0~50,095500,20251117,KOSDAQ,118.1,11014,-10.66,-0.72,-9.56,-15.95
적자전환,068240,20251117,KOSDAQ,43.1,11014,-14.37,-11.78,-24.72,-40.66
-0~50,000210,20251117,KOSPI,42.6,11014,-6.98,-6.25,-3.59,-11.82
-50%↓,015590,20251117,KOSPI,0.0,11014,-1.18,-1.18,-1.18,-1.18
적자지속,050120,20251117,KOSDAQ,2.8,11014,-9.17,-0.64,-1.48,-5.66
+0~50,086790,20251117,KOSPI,1008.4,11014,-4.66,0.58,-2.2,2.51
흑자전환,181710,20251117,KOSPI,33.2,11014,8.4,9.39,0.81,4.27
적자전환,078340,20251117,KOSDAQ,15.5,11014,-8.06,-5.46,-9.59,-5.92
+50%↑,101930,20251117,KOSDAQ,15.5,11014,-5.65,-7.94,-7.64,-4.16
적자지속,084650,20251117,KOSDAQ,26.1,11014,-5.96,-3.53,-16.95,-27.9
-0~50,159580,20251117,KOSDAQ,2.4,11014,-3.82,-1.23,0.61,-6.9
적자지속,452190,20251117,KOSDAQ,59.7,11014,-17.44,-10.39,-3.16,-16.3
적자지속,191410,20251117,KOSDAQ,3.2,11014,48.7,15.39,87.61,90.52
적자전환,258610,20251117,KOSDAQ,1.2,11014,-10.61,-12.44,-6.71,-15.71
+50%↑,009290,20251117,KOSPI,5.7,11014,-3.51,-0.51,0.48,-4.84
적자지속,008600,20251117,KOSPI,1.9,11014,-5.52,5.02,3.79,-11.72
-50%↓,035890,20251117,KOSDAQ,0.0,11014,-1.48,-1.48,-1.48,-1.48
흑자전환,100790,20251117,KOSDAQ,22.7,11014,-5.72,14.9,31.67,52.41
-0~50,130500,20251117,KOSDAQ,1.0,11014,-5.56,-1.89,0.76,4.03
흑자전환,054220,20251117,KOSDAQ,1.6,11014,-9.85,-7.88,-4.44,-4.44
-50%↓,037440,20251117,KOSDAQ,3.1,11014,6.0,5.76,4.93,2.8
흑자전환,065060,20251117,KOSDAQ,1.5,11014,-6.9,-2.13,-5.09,-2.0
-0~50,039130,20251117,KOSPI,29.0,11014,0.82,-1.22,3.39,-2.71
적자지속,052300,20251117,KOSDAQ,2.5,11014,-4.24,-1.71,2.12,-0.35
-50%↓,001260,20251117,KOSPI,2.6,11014,0.74,-2.0,13.59,8.81
적자지속,060900,20251117,KOSDAQ,3.0,11014,-5.47,-3.78,-7.15,-16.51
+50%↑,067170,20251117,KOSDAQ,1.1,11014,-4.27,-0.75,5.72,5.55
적자전환,069460,20251117,KOSPI,10.4,11014,-5.56,-11.4,-23.03,-26.24
-50%↓,241690,20251117,KOSDAQ,65.3,11014,-12.22,-10.04,-5.94,-8.37
적자지속,092600,20251117,KOSDAQ,5.7,11014,-12.0,-12.51,-7.0,-12.17
적자지속,078860,20251117,KOSDAQ,1.0,11014,9.13,-0.01,-6.38,-13.89
적자전환,033340,20251117,KOSDAQ,183.7,11014,0.16,19.29,21.43,18.3
적자전환,140070,20251117,KOSDAQ,2.0,11014,-7.31,-3.05,-5.52,-8.88
적자전환,049070,20251117,KOSDAQ,9.6,11014,-14.28,-4.99,4.29,38.44
적자전환,038530,20251117,KOSDAQ,15.5,11014,-10.6,-10.96,-12.05,-19.66
적자지속,001210,20251117,KOSPI,2.0,11014,-6.08,-1.97,-4.81,56.8
+50%↑,091590,20251117,KOSDAQ,0.9,11014,-0.14,-0.0,4.43,0.54
흑자전환,000490,20251117,KOSPI,10.6,11014,1.04,1.15,7.66,3.92
적자지속,025440,20251117,KOSDAQ,1.0,11014,-8.22,-7.96,-4.33,64.84
-50%↓,001070,20251117,KOSPI,0.7,11014,2.19,1.7,6.83,2.51
적자지속,007590,20251117,KOSPI,0.5,11014,-0.19,-0.02,0.64,-3.5
-0~50,005290,20251117,KOSDAQ,207.5,11014,-10.61,12.46,2.33,13.58
-50%↓,000390,20251117,KOSPI,2.9,11014,-2.74,-2.22,1.59,13.53
적자지속,025620,20251117,KOSPI,17.6,11014,-14.59,-20.17,-13.02,-25.52
+0~50,019210,20251117,KOSDAQ,5.0,11014,-5.83,0.22,7.22,-0.35
적자지속,300120,20251117,KOSDAQ,2.3,11014,-41.07,-35.22,-30.44,-24.49
+50%↑,322000,20251117,KOSPI,161.2,11014,-11.69,-6.56,3.15,2.09
-50%↓,389260,20251117,KOSDAQ,12.2,11014,-11.78,-10.01,-8.1,-16.98
흑자전환,406820,20251117,KOSDAQ,1.5,11014,-3.25,-5.83,-2.45,51.39
-0~50,290550,20251117,KOSDAQ,37.7,11014,-14.91,-7.71,-9.86,-12.64
-0~50,208140,20251117,KOSDAQ,2.8,11014,-0.17,-0.17,1.51,-7.08
+50%↑,348350,20251117,KOSDAQ,11.5,11014,-7.42,-1.42,1.06,-1.53
+50%↑,136410,20251117,KOSDAQ,3.4,11014,-13.44,0.47,-3.61,-13.99
적자전환,192390,20251117,KOSDAQ,0.8,11014,-7.11,-8.46,2.35,-2.61
흑자전환,282720,20251117,KOSDAQ,10.4,11014,-14.42,-15.15,-14.19,-27.8
적자지속,131370,20251117,KOSDAQ,2.3,11014,-7.33,-7.15,-6.78,-15.56
+50%↑,111770,20251117,KOSPI,34.5,11014,25.89,26.18,31.32,21.75
+50%↑,460930,20251117,KOSDAQ,225.0,11014,-8.29,-8.29,-2.43,-0.22
-0~50,092130,20251117,KOSDAQ,2.6,11014,-2.34,-0.16,3.32,-13.77
+50%↑,126600,20251117,KOSDAQ,2.7,11014,-1.81,9.94,20.37,29.31
+0~50,487570,20251117,KOSPI,29.6,11014,-0.83,-6.13,-2.65,-12.93
적자지속,407400,20251117,KOSDAQ,2.9,11014,-6.74,-5.27,-5.69,-0.95
-0~50,064400,20251117,KOSPI,1057.3,11014,-2.81,-1.07,13.16,17.85
+0~50,339950,20251117,KOSDAQ,2.4,11014,0.82,1.55,1.92,-1.32
적자전환,044340,20251117,KOSDAQ,1.2,11014,-2.89,-1.3,-0.25,-13.72
-0~50,145170,20251117,KOSDAQ,2.0,11014,-3.39,-1.96,-0.04,-7.34
-0~50,069510,20251117,KOSDAQ,2.5,11014,-5.27,1.5,7.86,-7.37
+0~50,052420,20251117,KOSDAQ,13.5,11014,-5.47,0.01,5.29,-6.26
적자전환,053350,20251117,KOSDAQ,8.1,11014,-5.3,-5.41,-4.4,-51.76
흑자전환,060540,20251117,KOSDAQ,0.6,11014,-0.84,2.52,2.12,10.12
적자전환,038060,20251117,KOSDAQ,0.9,11014,-0.41,-0.72,-0.26,8.31
적자지속,061970,20251117,KOSDAQ,20.1,11014,-10.87,-4.25,-15.18,-16.88
적자지속,104040,20251117,KOSDAQ,2.7,11014,-5.72,1.35,-1.48,4.46
적자전환,080420,20251117,KOSDAQ,0.3,11014,-1.36,1.88,17.8,24.65
흑자전환,332290,20251117,KOSDAQ,12.2,11014,0.83,2.67,8.37,-6.21
+0~50,051600,20251117,KOSPI,118.3,11014,-2.85,-0.0,0.95,0.19
흑자전환,033560,20251117,KOSDAQ,1.3,11014,-4.41,-3.72,1.11,-0.62
+50%↑,032680,20251117,KOSDAQ,6.6,11014,-3.34,0.01,14.51,0.01
적자지속,047560,20251117,KOSDAQ,22.3,11014,-11.78,-3.77,-7.9,-9.51
흑자전환,041920,20251117,KOSDAQ,2.8,11014,-3.98,10.64,70.89,160.37
적자지속,048530,20251117,KOSDAQ,20.5,11014,-10.13,-4.22,-9.49,-23.5
흑자전환,056190,20251117,KOSDAQ,22.7,11014,-14.89,-4.7,1.46,-1.73
+0~50,100700,20251117,KOSDAQ,1.6,11014,-2.3,-0.86,1.61,-5.18
+50%↑,317400,20251117,KOSPI,15.3,11014,1.04,5.44,20.27,12.44
+0~50,221980,20251117,KOSDAQ,0.3,11014,-1.67,-1.48,3.63,-2.16
+0~50,065680,20251117,KOSDAQ,20.0,11014,-14.9,-12.16,-17.41,-25.76
적자지속,065650,20251117,KOSDAQ,1.7,11014,-41.04,-32.05,-28.84,-36.41
-0~50,058630,20251117,KOSDAQ,7.1,11014,-0.86,4.45,3.82,-13.65
-0~50,033290,20251117,KOSDAQ,2.8,11014,-2.46,-0.5,6.08,1.45
-50%↓,037950,20251117,KOSDAQ,3.2,11014,-8.99,-4.41,-6.06,4.63
-0~50,025530,20251117,KOSPI,0.6,11014,-4.43,-2.87,-1.18,-3.91
적자지속,090470,20251117,KOSDAQ,2.2,11014,28.52,56.46,96.46,36.17
적자지속,215790,20251117,KOSDAQ,33.7,11014,-18.09,-19.8,-18.38,-12.26
-0~50,382900,20251117,KOSDAQ,451.9,11014,-13.0,-9.29,-9.29,-4.19
적자지속,363250,20251117,KOSDAQ,1.6,11014,4.69,-16.09,-27.34,-11.37
적자지속,351320,20251117,KOSDAQ,1.5,11014,1.66,-2.8,-8.28,-18.59
+0~50,034230,20251117,KOSPI,243.7,11014,12.32,17.14,16.88,10.89
-0~50,002350,20251117,KOSPI,17.7,11014,-7.84,-6.42,2.99,0.02
+50%↑,219550,20251117,KOSDAQ,2.8,11014,-1.48,-1.48,-12.18,26.52
+0~50,405100,20251117,KOSDAQ,29.1,11014,-12.42,-4.7,-3.08,0.93
+50%↑,122350,20251117,KOSDAQ,5.1,11014,-6.52,-3.45,-0.77,40.96
-0~50,145990,20251117,KOSPI,10.4,11014,-3.56,-2.6,-2.22,-13.88
+0~50,192440,20251117,KOSDAQ,0.9,11014,-1.92,0.28,4.67,-3.68
적자지속,255220,20251117,KOSDAQ,29.7,11014,17.46,20.99,25.61,8.86
적자전환,225190,20251117,KOSDAQ,63.0,11014,-9.97,-15.66,-16.21,-6.85
적자지속,239610,20251117,KOSDAQ,1.2,11014,-7.92,-3.4,-7.92,-13.68
적자전환,322310,20251117,KOSDAQ,42.2,11014,-12.19,-5.32,-7.55,-3.1
적자지속,317330,20251117,KOSDAQ,63.9,11014,-10.12,9.74,0.2,-20.34
+0~50,204320,20251117,KOSPI,99.3,11014,10.36,36.6,39.81,66.86
흑자전환,232140,20251117,KOSDAQ,80.2,11014,-8.96,-0.23,4.17,13.13
+0~50,267270,20251117,KOSPI,267.9,11014,4.33,1.37,19.25,32.3
적자지속,289220,20251117,KOSDAQ,4.0,11014,-7.7,-2.0,-6.45,-15.47
+50%↑,299170,20251117,KOSDAQ,117.3,11014,-4.22,8.11,16.26,66.92
