date,ticker,name,grp,y,sret60,r
20200324,108670,LX하우시스,생존,2020,-42.33760532495334,13.739883040935666
20190806,112610,씨에스윈드,생존,2019,-12.87956812561364,10.933656867319968
20200313,112610,씨에스윈드,생존,2020,-14.763845841421,-3.753928132456071
20200319,112610,씨에스윈드,생존,2020,-38.00704453660404,51.91768909810634
20200313,119650,KC코트렐,생존,2020,-25.707426323835264,16.18334405144695
20200401,119650,KC코트렐,생존,2020,-25.143745770501468,34.94393194007767
20240820,119650,KC코트렐,생존,2024,-21.26692980862834,29.028333333333325
20240821,119650,KC코트렐,생존,2024,-20.720694769429123,20.24857142857142
20240822,119650,KC코트렐,생존,2024,-20.549791638562652,40.548571428571435
20200325,136490,선진,생존,2020,-30.112642572854156,44.13835205992509
20200326,136490,선진,생존,2020,-28.11120920019687,34.95445378151261
20200401,136490,선진,생존,2020,-14.453392791199743,38.05444976076556
