종목코드,회사명,시장구분,상장일
153490,우리이앤엘하루틴,코스닥,2013-02-05
099190,아이센스,코스닥,2013-01-30
159910,에코글로우,코스닥,2012-12-27
046970,우리로,코스닥,2012-11-27
046970,우리로,코스닥,2012-11-27
113810,디젠스,코스닥,2012-11-22
013870,지엠비코리아,유가,2012-11-20
155650,와이엠씨,코스닥,2012-11-15
037560,LG헬로비전,유가,2012-11-09
149950,아바텍,코스닥,2012-11-06
163560,동일고무벨트,유가,2012-10-19
161890,한국콜마,유가,2012-10-19
161390,한국타이어앤테크놀로지,유가,2012-10-04
161000,애경케미칼,유가,2012-09-17
153460,네이블,코스닥,2012-07-19
137400,피엔티,코스닥,2012-07-06
014710,사조씨푸드,유가,2012-06-29
141000,비아트론,코스닥,2012-05-04
072950,빛샘전자,코스닥,2012-03-21
079980,휴비스,유가,2012-02-23
143240,사람인,코스닥,2012-02-21
147830,제룡산업,코스닥,2012-02-13
091590,남화토건,코스닥,2012-01-31
091590,남화토건,코스닥,2012-01-31
145270,케이탑리츠,유가,2012-01-31
140410,메지온,코스닥,2012-01-20
104830,원익머트리얼즈,코스닥,2011-12-28
127120,제이에스링크,코스닥,2011-12-26
007070,GS리테일,유가,2011-12-23
130580,나이스디앤비,코스닥,2011-12-22
131090,시큐브,코스닥,2011-12-21
100660,서암기계공업,코스닥,2011-12-19
100660,서암기계공업,코스닥,2011-12-19
129260,인터지스,유가,2011-12-16
115480,씨유메디칼,코스닥,2011-12-15
145990,삼양사,유가,2011-12-05
139670,키네마스터,코스닥,2011-12-02
121800,비덴트,코스닥,2011-12-01
138070,신진에스엠,코스닥,2011-11-28
123570,이엠넷,코스닥,2011-11-25
122870,와이지엔터테인먼트,코스닥,2011-11-23
089030,테크윙,코스닥,2011-11-10
101240,씨큐브,코스닥,2011-11-08
007820,엠엑스로보틱스,코스닥,2011-11-08
115530,씨엔플러스,코스닥,2011-11-02
039130,하나투어,유가,2011-11-01
090360,로보스타,코스닥,2011-10-17
131220,대한과학,코스닥,2011-10-11
143160,아이디스,코스닥,2011-09-26
078520,에이블씨엔씨,유가,2011-09-07
137950,제이씨케미칼,코스닥,2011-08-08
040910,아이씨디,코스닥,2011-08-05
123330,제닉,코스닥,2011-08-03
023000,삼원강재,유가,2011-07-22
089980,상아프론테크,코스닥,2011-07-21
031430,신세계인터내셔날,유가,2011-07-14
138610,나이벡,코스닥,2011-07-13
109080,옵티시스,코스닥,2011-07-12
108380,대양전기공업,코스닥,2011-07-08
047810,한국항공우주,유가,2011-06-30
071840,롯데하이마트,유가,2011-06-29
019770,서연탑메탈,코스닥,2011-06-24
069640,한세엠케이,유가,2011-06-21
137940,넥스트아이,코스닥,2011-06-14
131100,티엔엔터테인먼트,코스닥,2011-06-14
139480,이마트,유가,2011-06-10
139130,iM금융지주,유가,2011-06-07
053210,케이티스카이라이프,유가,2011-06-03
122450,KX,코스닥,2011-05-25
121440,골프존홀딩스,코스닥,2011-05-20
138040,메리츠금융지주,유가,2011-05-13
136540,윈스테크넷,코스닥,2011-05-02
136480,하림,코스닥,2011-05-02
023350,한국종합기술,유가,2011-04-28
134060,이퓨쳐,코스닥,2011-04-27
104480,티케이케미칼,코스닥,2011-04-26
138930,BNK금융지주,유가,2011-03-30
020150,롯데에너지머티리얼즈,유가,2011-03-04
008470,부스타,코스닥,2011-02-23
011210,현대위아,유가,2011-02-21
136490,선진,유가,2011-02-16
134380,미원화학,유가,2011-02-15
121600,나노신소재,코스닥,2011-02-09
093320,케이아이엔엑스,코스닥,2011-02-08
130740,티피씨글로벌,코스닥,2011-02-08
061970,LB세미콘,코스닥,2011-01-31
131180,딜리,코스닥,2011-01-31
126880,제이엔케이글로벌,코스닥,2011-01-31
033560,블루콤,코스닥,2011-01-26
048530,인트론바이오,코스닥,2011-01-26
134790,시디즈,유가,2011-01-25
131370,알서포트,코스닥,2011-01-05
064290,인텍플러스,코스닥,2011-01-05
131290,티에스이,코스닥,2011-01-05
082740,한화엔진,유가,2011-01-04
131400,이브이첨단소재,코스닥,2010-12-27
117580,대성에너지,유가,2010-12-24
126560,현대퓨처넷,유가,2010-12-23
120240,대정화금,코스닥,2010-12-20
058860,KTis,유가,2010-12-17
130660,한전산업,유가,2010-12-16
128660,피제이메탈,코스닥,2010-12-13
131030,옵투스제약,코스닥,2010-12-03
096690,에이루트,코스닥,2010-12-01
900140,엘브이엠씨,유가,2010-11-30
033830,티비씨,코스닥,2010-11-29
033170,시그네틱스,코스닥,2010-11-26
041460,한국전자인증,코스닥,2010-11-19
126600,BGF에코머티리얼즈,코스닥,2010-11-12
105740,디케이락,코스닥,2010-11-12
123420,위메이드플레이,코스닥,2010-11-10
123860,아나패스,코스닥,2010-11-05
058400,KNN,코스닥,2010-11-03
069140,누리플랜,코스닥,2010-10-26
119830,아이텍,코스닥,2010-10-26
101930,인화정공,코스닥,2010-10-22
068940,셀피글로벌,코스닥,2010-10-19
123840,뉴온,코스닥,2010-10-05
081660,미스토홀딩스,유가,2010-09-28
117670,알파칩스,코스닥,2010-09-17
119500,포메탈,코스닥,2010-09-17
058850,KTcs,유가,2010-09-16
068240,다원시스,코스닥,2010-09-14
096530,씨젠,코스닥,2010-09-10
122990,와이솔,코스닥,2010-09-10
126700,하이비젼시스템,코스닥,2010-09-10
126640,화신정공,코스닥,2010-08-31
123410,코리아에프티,코스닥,2010-08-27
002150,도화엔지니어링,유가,2010-08-12
123040,엠에스오토텍,코스닥,2010-08-06
067920,이글루,코스닥,2010-08-04
128820,대성산업,유가,2010-07-30
122900,아이마켓코리아,유가,2010-07-30
128940,한미약품,유가,2010-07-30
119610,인터로조,코스닥,2010-07-28
106190,하이텍팜,코스닥,2010-07-28
105840,우진,유가,2010-07-26
033920,무학,유가,2010-07-20
121890,에스디시스템,코스닥,2010-07-16
123750,알톤,코스닥,2010-07-02
089850,유비벨록스,코스닥,2010-06-18
046120,오르비텍,코스닥,2010-06-15
102460,이연제약,유가,2010-06-10
070300,퀀텀레일,코스닥,2010-06-09
079970,투비소프트,코스닥,2010-06-01
123690,한국화장품,유가,2010-06-01
123700,에스제이엠,유가,2010-05-31
071200,인피니트헬스케어,코스닥,2010-05-26
122690,서진오토모티브,코스닥,2010-05-25
100030,인지소프트,코스닥,2010-05-25
060980,HL홀딩스,유가,2010-05-19
032830,삼성생명,유가,2010-05-12
900110,딥커머스,코스닥,2010-04-23
900100,파이온엑스,코스닥,2010-04-21
115500,케이씨에스,코스닥,2010-04-14
900120,씨엑스아이,코스닥,2010-03-31
115450,HLB테라퓨틱스,코스닥,2010-03-26
122350,삼기,코스닥,2010-03-19
088350,한화생명,유가,2010-03-17
115610,이미지스,코스닥,2010-02-26
120030,조선선재,유가,2010-02-19
115310,인포바인,코스닥,2010-02-09
106080,케이이엠텍,코스닥,2010-02-09
101330,모베이스,코스닥,2010-02-04
120110,코오롱인더,유가,2010-02-01
119650,KC코트렐,유가,2010-01-29
071320,지역난방공사,유가,2010-01-29
115570,스타플렉스,코스닥,2010-01-27
115440,우리넷,코스닥,2010-01-27
050860,아세아텍,코스닥,2010-01-26
012160,영흥,유가,2010-01-25
114630,폴라리스우노,코스닥,2010-01-15
080530,코디,코스닥,2010-01-05
118000,메타케어,유가,2009-12-30
900070,글로벌에스엠,코스닥,2009-12-23
099520,DGI,코스닥,2009-12-22
114450,그린생명과학,코스닥,2009-12-22
114450,그린생명과학,코스닥,2009-12-22
104460,디와이피엔에프,코스닥,2009-12-22
112040,위메이드,코스닥,2009-12-18
052690,한전기술,유가,2009-12-14
108860,셀바스AI,코스닥,2009-12-10
088290,이원컴포텍,코스닥,2009-12-01
114190,강원에너지,코스닥,2009-11-20
114090,GKL,유가,2009-11-19
115160,휴맥스,코스닥,2009-11-16
109960,앱토크롬,코스닥,2009-11-13
034730,SK,유가,2009-11-11
099410,동방선기,코스닥,2009-11-10
101000,KS인더스트리,코스닥,2009-11-06
109820,진매트릭스,코스닥,2009-11-06
032560,황금에스티,유가,2009-10-29
082920,비츠로셀,코스닥,2009-10-28
000080,하이트진로,유가,2009-10-19
042520,한스바이오메드,코스닥,2009-10-09
104200,NHN벅스,코스닥,2009-10-06
052860,아이앤씨,코스닥,2009-10-06
047400,유니온머티리얼,유가,2009-09-29
105330,케이엔더블유,코스닥,2009-09-29
093240,형지엘리트,유가,2009-09-28
109740,디에스케이,코스닥,2009-09-23
095700,제넥신,코스닥,2009-09-15
108230,톱텍,코스닥,2009-09-15
100130,동국S&C,코스닥,2009-08-31
103230,에스앤더블류,코스닥,2009-08-05
039490,키움증권,유가,2009-08-03
111770,영원무역,유가,2009-07-30
063080,컴투스홀딩스,코스닥,2009-07-30
109860,동일금속,코스닥,2009-07-28
053690,한미글로벌,유가,2009-06-23
028100,동아지질,유가,2009-06-12
102120,어보브반도체,코스닥,2009-06-05
101730,위메이드맥스,코스닥,2009-06-03
102710,이엔에프테크놀로지,코스닥,2009-05-28
099440,스맥,코스닥,2009-05-26
099220,SDN,코스닥,2009-05-19
101680,한국정밀기계,코스닥,2009-05-19
071970,HD현대마린엔진,유가,2009-05-15
010240,흥국,코스닥,2009-05-12
101170,우림피티에스,코스닥,2009-04-28
081150,티플랙스,코스닥,2009-04-23
108670,LX하우시스,유가,2009-04-20
098660,에스티오,코스닥,2009-04-17
071670,에이테크솔루션,코스닥,2009-04-17
101490,에스앤에스텍,코스닥,2009-04-14
100120,뷰웍스,코스닥,2009-04-10
102940,코오롱생명과학,코스닥,2009-04-07
101400,엔시트론,코스닥,2009-03-31
105630,한세실업,유가,2009-03-20
109070,주성코퍼레이션,유가,2009-03-17
106240,파인테크닉스,코스닥,2009-03-16
107590,미원홀딩스,유가,2009-03-02
086890,이수앱지스,코스닥,2009-02-03
104040,디에스엠,코스닥,2009-01-23
078070,유비쿼스홀딩스,코스닥,2009-01-23
086900,메디톡스,코스닥,2009-01-16
058630,엠게임,코스닥,2008-12-19
059100,아이컴포넌트,코스닥,2008-12-16
035420,NAVER,유가,2008-11-28
067630,HLB생명과학,코스닥,2008-11-25
092130,이크레더블,코스닥,2008-10-24
026940,부국철강,유가,2008-10-14
026940,부국철강,유가,2008-10-14
105560,KB금융,유가,2008-10-10
100700,세운메디칼,코스닥,2008-09-30
104700,한국철강,유가,2008-09-29
098120,마이크로컨텍솔,코스닥,2008-09-23
083470,이엠앤아이,코스닥,2008-09-18
103590,일진전기,유가,2008-08-01
103140,풍산,유가,2008-07-30
011070,LG이노텍,유가,2008-07-24
076080,웰크론한텍,코스닥,2008-07-18
101670,하이드로리튬,코스닥,2008-07-15
094840,슈프리마에이치큐,코스닥,2008-07-11
017180,명문제약,유가,2008-07-10
063170,서울옥션,코스닥,2008-07-01
047560,이스트소프트,코스닥,2008-07-01
100220,비상교육,유가,2008-06-30
096240,크레버스,코스닥,2008-06-27
102260,동성케미컬,유가,2008-06-23
101160,월덱스,코스닥,2008-06-19
099320,쎄트렉아이,코스닥,2008-06-13
064480,브리지텍,코스닥,2008-06-04
098460,고영,코스닥,2008-06-03
067000,조이시티,코스닥,2008-05-30
018620,우진비앤지,코스닥,2008-05-20
095610,테스,코스닥,2008-05-20
053280,예스24,코스닥,2008-05-07
096870,엘디티,코스닥,2008-05-02
032640,LG유플러스,유가,2008-04-21
059210,메타바이오메드,코스닥,2008-04-15
097870,효성오앤비,코스닥,2008-04-08
101140,인바이오젠,유가,2008-04-02
020560,아시아나항공,유가,2008-03-28
100840,SNT에너지,유가,2008-02-22
100250,진양홀딩스,유가,2008-02-15
091440,한울소재과학,코스닥,2008-02-01
085310,엔케이,유가,2008-01-24
097780,에코볼트,코스닥,2008-01-23
096630,에스코넥,코스닥,2007-12-26
068330,일신바이오,코스닥,2007-12-26
093920,서원인텍,코스닥,2007-12-20
067010,이씨에스,코스닥,2007-12-18
096350,대창솔루션,코스닥,2007-12-17
051600,한전KPS,유가,2007-12-14
051600,한전KPS,유가,2007-12-14
069920,엑시온그룹,코스닥,2007-12-05
092070,디엔에프,코스닥,2007-11-16
094820,일진파워,코스닥,2007-11-06
086670,비엠티,코스닥,2007-11-02
092440,기신정기,유가,2007-10-30
095190,신화프리텍,코스닥,2007-10-29
044450,KSS해운,유가,2007-10-26
094280,효성 ITX,유가,2007-10-25
092300,현우산업,코스닥,2007-10-24
033270,유나이티드,유가,2007-10-23
093640,케이알엠,코스닥,2007-10-19
092200,디아이씨,유가,2007-10-18
095910,에스에너지,코스닥,2007-10-16
081580,성우전자,코스닥,2007-10-12
073110,엘엠에스,코스닥,2007-10-12
094970,제이엠티,코스닥,2007-10-12
080520,오디텍,코스닥,2007-10-08
095340,ISC,코스닥,2007-10-01
085910,네오티스,코스닥,2007-10-01
095500,미래나노텍,코스닥,2007-10-01
027580,상보,코스닥,2007-10-01
097950,CJ제일제당,유가,2007-09-28
086040,바이오톡스텍,코스닥,2007-09-21
028670,팬오션,유가,2007-09-21
057540,옴니시스템,코스닥,2007-09-19
094940,푸른로보틱스,코스닥,2007-09-14
095270,웨이브일렉트로,코스닥,2007-09-12
097230,HJ중공업,유가,2007-08-31
093190,빅솔론,코스닥,2007-08-20
096760,JW홀딩스,유가,2007-07-31
091340,S&K폴리텍,코스닥,2007-07-30
096770,SK이노베이션,유가,2007-07-25
072770,멤레이비티,코스닥,2007-07-25
094480,갤럭시아머니트리,코스닥,2007-07-20
086520,에코프로,코스닥,2007-07-20
065150,대산F&B,코스닥,2007-07-18
078340,컴투스,코스닥,2007-07-06
095660,네오위즈,코스닥,2007-07-02
029780,삼성카드,유가,2007-06-27
092600,앤씨앤,코스닥,2007-06-26
069410,엔텔스,코스닥,2007-06-20
001780,알루코,유가,2007-06-07
093380,풍강,코스닥,2007-06-01
095720,웅진씽크빅,유가,2007-05-31
086450,동국제약,코스닥,2007-05-29
064820,케이프,코스닥,2007-05-29
091580,상신이디피,코스닥,2007-05-23
092460,한라IMS,코스닥,2007-05-22
073540,에프알텍,코스닥,2007-05-18
091120,이엠텍,코스닥,2007-05-02
094850,참좋은여행,코스닥,2007-04-30
094860,네오리진,코스닥,2007-04-16
094800,맵스리얼티,유가,2007-04-09
078020,LS증권,코스닥,2007-02-21
093520,매커스,코스닥,2007-02-12
091970,LSK아이로봇,코스닥,2007-01-30
092730,네오팜,코스닥,2007-01-30
039200,오스코텍,코스닥,2007-01-17
089010,켐트로닉스,코스닥,2007-01-17
090470,제이스로보틱스,코스닥,2007-01-10
088130,동아엘텍,코스닥,2007-01-03
090370,메타랩스,유가,2006-12-26
093370,후성,유가,2006-12-22
084110,휴온스글로벌,코스닥,2006-12-19
089150,케이씨티,코스닥,2006-12-13
091700,파트론,코스닥,2006-12-13
086390,유니테스트,코스닥,2006-12-05
090710,휴림로봇,코스닥,2006-12-05
093050,LF,유가,2006-12-01
060540,에스에이티,코스닥,2006-11-28
066310,큐에스아이,코스닥,2006-11-24
067280,멀티캠퍼스,코스닥,2006-11-16
044380,주연테크,유가,2006-11-15
044820,코스맥스비티아이,유가,2006-11-13
089890,코세스,코스닥,2006-11-08
034590,인천도시가스,유가,2006-11-07
080470,성창오토텍,코스닥,2006-11-03
089140,넥스턴앤롤코리아,코스닥,2006-11-01
089790,제이티,코스닥,2006-10-27
090150,아이윈,코스닥,2006-10-20
088390,이녹스,코스닥,2006-10-20
009770,삼정펄프,유가,2006-10-17
092220,KEC,유가,2006-10-16
092230,KPX홀딩스,유가,2006-10-12
089230,THE E&M,코스닥,2006-10-10
043150,바텍,코스닥,2006-09-29
086960,MDS테크,코스닥,2006-09-26
089470,HDC현대EP,유가,2006-09-25
038060,루멘스바이오스,코스닥,2006-08-08
083660,CSA 코스믹,코스닥,2006-07-25
063570,NICE인프라,코스닥,2006-07-14
086980,쇼박스,코스닥,2006-07-07
068050,팬엔터테인먼트,코스닥,2006-07-07
039290,인포뱅크,코스닥,2006-07-04
090350,노루페인트,유가,2006-07-03
090430,아모레퍼시픽,유가,2006-06-29
078860,아이오케이이엔엠,코스닥,2006-06-27
088910,동우팜투테이블,코스닥,2006-06-23
032350,롯데관광개발,유가,2006-06-08
054950,제이브이엠,코스닥,2006-06-07
090080,평화산업,유가,2006-06-02
049800,우진플라임,유가,2006-05-24
084730,팅크웨어,코스닥,2006-05-19
035510,신세계I&C,유가,2006-05-18
086060,진바이오텍,코스닥,2006-04-28
022220,티케이지애강,코스닥,2006-04-11
088790,진도,유가,2006-03-28
088800,에이스테크,코스닥,2006-03-27
088980,맥쿼리인프라,유가,2006-03-15
023530,롯데쇼핑,유가,2006-02-09
068760,셀트리온제약,코스닥,2006-02-03
083450,GST,코스닥,2006-02-01
019990,에너토크,코스닥,2006-02-01
079370,제우스,코스닥,2006-02-01
085670,뉴프렉스,코스닥,2006-01-17
084370,유진테크,코스닥,2006-01-17
083790,CG인바이츠,코스닥,2006-01-06
064550,바이오니아,코스닥,2005-12-29
084990,헬릭스미스,코스닥,2005-12-29
083640,인콘,코스닥,2005-12-27
085660,차바이오텍,코스닥,2005-12-27
086280,현대글로비스,유가,2005-12-26
078140,대봉엘에스,코스닥,2005-12-23
067900,와이엔텍,코스닥,2005-12-23
067900,와이엔텍,코스닥,2005-12-23
083550,케이엠,코스닥,2005-12-20
084870,티비에이치글로벌,유가,2005-12-19
084180,수성웹툰,코스닥,2005-12-16
086790,하나금융지주,유가,2005-12-12
001560,제일연마,유가,2005-12-09
080420,모다이노칩,코스닥,2005-12-06
083650,비에이치아이,코스닥,2005-12-02
079190,케스피온,코스닥,2005-11-29
079430,현대리바트,유가,2005-11-22
082800,비보존 제약,코스닥,2005-11-18
043910,자연과환경,코스닥,2005-11-18
079000,와토스코리아,코스닥,2005-11-15
079000,와토스코리아,코스닥,2005-11-15
084010,대한제강,유가,2005-10-31
041020,폴라리스오피스,코스닥,2005-10-28
078590,휴림에이텍,코스닥,2005-10-27
038070,서린바이오,코스닥,2005-10-25
075180,새론오토모티브,유가,2005-10-21
083420,그린케미칼,유가,2005-10-20
079940,가비아,코스닥,2005-10-19
077360,덕산하이메탈,코스닥,2005-10-14
083930,아바코,코스닥,2005-10-11
067310,하나마이크론,코스닥,2005-10-11
083310,엘오티베큠,코스닥,2005-10-05
082660,코스나인,코스닥,2005-10-05
080010,이상네트웍스,코스닥,2005-09-30
084690,대상홀딩스,유가,2005-08-17
071950,코아스,유가,2005-08-04
078160,메디포스트,코스닥,2005-07-29
082850,우리바이오,코스닥,2005-07-29
080160,모두투어,코스닥,2005-07-26
084680,이월드,유가,2005-07-26
084670,동양고속,유가,2005-07-25
042700,한미반도체,유가,2005-07-22
078890,가온그룹,코스닥,2005-07-12
050890,쏠리드,코스닥,2005-07-08
004890,동일산업,유가,2005-06-30
082210,옵트론텍,코스닥,2005-06-24
082270,젬백스,코스닥,2005-06-24
075130,플랜티넷,코스닥,2005-06-10
010960,삼호개발,유가,2005-05-12
073240,금호타이어,유가,2005-02-17
073240,금호타이어,유가,2005-02-17
073490,LIG아큐버,코스닥,2005-02-04
079950,인베니아,코스닥,2005-02-04
079960,동양이엔피,코스닥,2005-02-01
080220,제주반도체,코스닥,2005-02-01
079170,한창산업,코스닥,2005-02-01
079810,APS이노베이션,코스닥,2005-01-26
052220,iMBC,코스닥,2005-01-21
079650,서산,코스닥,2005-01-21
079650,서산,코스닥,2005-01-21
052900,KX하이텍,코스닥,2005-01-18
066910,손오공,코스닥,2005-01-07
049950,미래컴퍼니,코스닥,2005-01-04
052460,아이크래프트,코스닥,2005-01-03
079160,CJ CGV,유가,2004-12-24
081000,일진다이아,유가,2004-12-22
072870,메가스터디,코스닥,2004-12-21
073010,케이에스피,코스닥,2004-12-17
046440,KG파이낸셜,코스닥,2004-12-14
078600,대주전자재료,코스닥,2004-12-10
054450,텔레칩스,코스닥,2004-12-10
078150,HB테크놀러지,코스닥,2004-12-08
067990,도이치모터스,코스닥,2004-12-03
014830,유니드,유가,2004-12-03
051360,토비스,코스닥,2004-11-19
041650,상신브레이크,유가,2004-10-27
078130,국일제지,코스닥,2004-10-22
068790,DMS,코스닥,2004-10-01
023810,인팩,유가,2004-09-21
048870,시너지이노베이션,코스닥,2004-08-13
065350,신성델타테크,코스닥,2004-08-06
078930,GS,유가,2004-08-05
077500,유니퀘스트,유가,2004-08-05
058730,다스코,유가,2004-08-02
058730,다스코,유가,2004-08-02
039340,한국경제TV,코스닥,2004-07-30
034220,LG디스플레이,유가,2004-07-23
064260,다날,코스닥,2004-07-23
078000,텔코웨어,유가,2004-07-20
011080,형지I&C,코스닥,2004-07-02
050090,비케이홀딩스,코스닥,2004-06-29
057030,YBM넷,코스닥,2004-06-08
065770,CS,코스닥,2004-06-04
074430,아미노로직스,코스닥,2004-06-04
066700,테라젠이텍스,코스닥,2004-05-27
066900,디에이피,코스닥,2004-05-14
078350,한양디지텍,코스닥,2004-05-14
077970,STX엔진,유가,2004-05-10
075970,동국알앤에스,코스닥,2004-02-13
069540,빛과전자,코스닥,2004-02-13
073190,듀오백,코스닥,2004-02-06
054090,삼진엘앤디,코스닥,2004-02-06
041910,폴라리스AI파마,코스닥,2004-02-06
034310,NICE,유가,2004-02-04
019680,대교,유가,2004-02-03
067770,세진티에스,코스닥,2004-01-09
070590,인티큐브,코스닥,2004-01-08
073570,리튬포어스,코스닥,2004-01-06
073640,테라사이언스,코스닥,2004-01-06
065680,우주일렉트로,코스닥,2004-01-02
024110,기업은행,유가,2003-12-24
074610,이엔플러스,유가,2003-12-23
067160,SOOP,코스닥,2003-12-19
060570,드림어스컴퍼니,코스닥,2003-12-19
066410,버킷스튜디오,코스닥,2003-12-19
074600,원익QnC,코스닥,2003-12-12
071280,로체시스템즈,코스닥,2003-11-14
069510,에스텍,코스닥,2003-11-14
067170,오텍,코스닥,2003-11-14
054780,키이스트,코스닥,2003-11-14
041440,현대에버다임,코스닥,2003-11-14
025750,한솔홈데코,유가,2003-11-04
072020,중앙백신,코스닥,2003-10-31
065510,휴비츠,코스닥,2003-10-31
072470,우리산업홀딩스,코스닥,2003-10-28
068930,디지털대성,코스닥,2003-10-17
007660,이수페타시스,유가,2003-10-07
035250,강원랜드,유가,2003-09-04
069330,유아이디,코스닥,2003-08-18
064760,티씨케이,코스닥,2003-08-18
037270,YG PLUS,유가,2003-08-01
052710,아모텍,코스닥,2003-08-01
072710,농심홀딩스,유가,2003-07-30
065950,웰크론,코스닥,2003-07-29
047310,파워로직스,코스닥,2003-07-25
071050,한국금융지주,유가,2003-07-21
041520,이엘씨,코스닥,2003-07-04
072130,유엔젤,유가,2003-07-01
034120,SBS,유가,2003-06-25
064240,홈캐스트,코스닥,2003-06-11
066790,씨씨에스,코스닥,2003-05-30
069080,웹젠,코스닥,2003-05-23
036570,NC,유가,2003-05-22
071090,하이스틸,유가,2003-02-17
067080,대화제약,코스닥,2003-02-14
066590,스모트로닉,코스닥,2003-02-12
067290,JW신약,코스닥,2003-02-11
066130,하츠,코스닥,2003-02-11
065450,빅텍,코스닥,2003-02-05
065130,탑엔지니어링,코스닥,2003-01-29
069730,DSR제강,유가,2003-01-28
069730,DSR제강,유가,2003-01-28
065440,이루온,코스닥,2003-01-28
006890,태경케미컬,유가,2003-01-28
049630,재영솔루텍,코스닥,2003-01-24
021650,한국큐빅,코스닥,2003-01-24
051370,인터플렉스,코스닥,2003-01-22
065570,삼영이엔씨,코스닥,2003-01-21
065650,하이퍼코퍼레이션,코스닥,2003-01-21
066980,한성크린텍,코스닥,2003-01-17
016100,리더스코스메틱,코스닥,2003-01-15
011500,한농화성,유가,2003-01-09
042040,케이피엠테크,코스닥,2003-01-07
066670,디티씨,코스닥,2002-12-30
066430,아이로보틱스,코스닥,2002-12-24
047820,초록뱀미디어,코스닥,2002-12-24
064090,인크레더블버즈,코스닥,2002-12-17
049960,쎌바이오텍,코스닥,2002-12-13
053290,NE능률,코스닥,2002-12-10
064520,테크엘,코스닥,2002-12-04
069960,현대백화점,유가,2002-11-25
035600,KG이니시스,코스닥,2002-11-22
065170,비엘팜텍,코스닥,2002-11-19
069460,대호에이엘,유가,2002-11-11
069620,대웅제약,유가,2002-11-01
041590,플래스크,코스닥,2002-11-01
027740,마니커,유가,2002-10-29
036530,SNT홀딩스,유가,2002-10-22
069260,티케이지휴켐스,유가,2002-10-07
042600,새로닉스,코스닥,2002-10-01
033530,SJG세종,유가,2002-09-25
065500,오리엔트정공,코스닥,2002-09-19
060900,에이전트AI,코스닥,2002-09-17
060900,에이전트AI,코스닥,2002-09-17
066620,국보디자인,코스닥,2002-09-05
052770,아이톡시,코스닥,2002-08-22
065420,에스아이리소스,코스닥,2002-08-22
064800,포니링크,코스닥,2002-08-22
058430,포스코스틸리온,유가,2002-08-16
039980,폴라리스AI,코스닥,2002-08-13
048410,현대바이오,코스닥,2002-08-08
068290,삼성출판사,유가,2002-08-05
067830,세이브존I&C,유가,2002-07-25
058610,에스피지,코스닥,2002-07-23
045340,토탈소프트,코스닥,2002-07-19
030610,교보증권,유가,2002-07-18
065710,서호전기,코스닥,2002-07-16
065690,파커스,코스닥,2002-07-16
009240,한샘,유가,2002-07-16
060560,HC홈센타,코스닥,2002-07-11
043710,코스리거글로벌,코스닥,2002-07-11
036010,아비코전자,코스닥,2002-07-03
060280,큐렉소,코스닥,2002-07-03
060230,제이케이시냅스,코스닥,2002-06-25
046940,우원개발,코스닥,2002-06-18
057680,티사이언티픽,코스닥,2002-06-18
060150,인선이엔티,코스닥,2002-06-14
065530,와이어블,코스닥,2002-06-04
063440,SM Life Design,코스닥,2002-05-30
017370,우신시스템,유가,2002-05-28
051160,지어소프트,코스닥,2002-05-28
065060,지엔코,코스닥,2002-05-28
049180,셀루메드,코스닥,2002-05-23
060720,KH바텍,코스닥,2002-05-21
061040,알에프텍,코스닥,2002-05-16
050760,에스폴리텍,코스닥,2002-05-16
054210,이랜텍,코스닥,2002-05-09
050120,ES큐브,코스닥,2002-04-25
054410,케이피티유,코스닥,2002-04-25
060310,3S,코스닥,2002-04-23
066570,LG전자,유가,2002-04-22
061250,화일약품,코스닥,2002-04-18
053980,오상자이엘,코스닥,2002-04-09
024720,콜마홀딩스,유가,2002-04-09
054050,NH농우바이오,코스닥,2002-04-02
039420,케이엘넷,코스닥,2002-03-12
064960,SNT모티브,유가,2002-03-11
039440,에스티아이,코스닥,2002-02-28
049550,잉크테크,코스닥,2002-02-28
054670,대한뉴팜,코스닥,2002-02-26
060590,씨티씨바이오,코스닥,2002-02-21
049070,인탑스,코스닥,2002-02-21
060370,LS마린솔루션,코스닥,2002-02-15
051380,피씨디렉트,코스닥,2002-02-15
037710,광주신세계,유가,2002-02-07
037710,광주신세계,유가,2002-02-07
053270,구영테크,코스닥,2002-02-07
034950,한국기업평가,코스닥,2002-02-07
060260,뉴보텍,코스닥,2002-02-05
060380,동양에스텍,코스닥,2002-02-05
046310,백금T&A,코스닥,2002-02-05
049720,고려신용정보,코스닥,2002-01-31
046890,서울반도체,코스닥,2002-01-17
013990,아가방컴퍼니,코스닥,2002-01-17
058450,한주에이알티,코스닥,2002-01-17
059090,미코,코스닥,2002-01-15
054930,유신,코스닥,2002-01-15
035200,프럼파스트,코스닥,2002-01-15
054040,한국컴퓨터,코스닥,2002-01-15
048470,대동스틸,코스닥,2002-01-10
042500,링네트,코스닥,2002-01-10
040350,크레오에스지,코스닥,2002-01-10
054300,팬스타엔터프라이즈,코스닥,2002-01-10
047080,한빛소프트,코스닥,2002-01-10
020760,일진디스플,유가,2002-01-09
060250,NHN KCP,코스닥,2002-01-08
056730,CNT85,코스닥,2002-01-04
053260,금강철강,코스닥,2002-01-04
041930,SY동아,코스닥,2001-12-26
054220,비츠로시스,코스닥,2001-12-26
014940,오리엔탈정공,코스닥,2001-12-26
043590,웰킵스하이텍,코스닥,2001-12-20
056190,SFA,코스닥,2001-12-18
058470,리노공업,코스닥,2001-12-18
